scaffold_number	gene_id	intron_start	intron_end	strand	motif	Annotation	unique_reads	multi_reads	overhang	annotated	novel
DS571170	NA	15970	16084	1	1	0	1	0	56	No	Yes
DS571170	NA	15974	16303	1	1	0	2	0	48	No	Yes
DS571170	NA	16196	16291	2	2	0	4	0	74	No	Yes
DS571170	NA	16196	16361	2	2	0	1	0	18	No	Yes
DS571170	NA	19916	19971	1	1	0	2	0	57	No	Yes
DS571170	NA	22091	22144	2	2	0	14	0	71	No	Yes
DS571170	NA	32037	32097	1	1	0	3	0	32	No	Yes
DS571170	NA	43551	43616	1	1	0	2	0	30	No	Yes
DS571170	EHI_130950	44410	44456	1	1	0	44	0	74	Yes	No
DS571170	EHI_130950	44676	44727	1	1	0	47	0	74	Yes	No
DS571170	EHI_130970	46808	46857	2	2	0	28	0	75	Yes	No
DS571170	EHI_130970	48113	48158	2	2	0	8	0	73	Yes	No
DS571170	NA	55074	55123	2	2	0	1	0	43	No	Yes
DS571170	NA	55708	55768	2	2	0	3	0	65	No	Yes
DS571170	EHI_131000	56851	56908	1	1	0	261	0	75	Yes	No
DS571170	NA	61905	61968	1	1	0	1	0	15	No	Yes
DS571170	EHI_131050	67613	67736	2	2	0	167	0	75	Yes	No
DS571170	EHI_131070	71006	71064	2	2	0	63	0	71	Yes	No
DS571170	NA	80013	80074	2	2	0	8	0	72	No	Yes
DS571170	EHI_131120	80289	80334	2	2	0	20	0	67	Yes	No
DS571170	EHI_131120	80504	80553	2	2	0	17	0	73	Yes	No
DS571170	EHI_131150	85524	85567	1	1	0	209	0	75	Yes	No
DS571170	EHI_131150	85865	85919	1	1	0	44	0	69	Yes	No
DS571170	EHI_131160	87059	87115	1	1	0	23	0	74	Yes	No
DS571170	NA	88412	88457	1	1	0	35	0	73	No	Yes
DS571170	NA	92016	92107	2	2	0	55	0	74	No	Yes
DS571170	NA	93142	93197	2	2	0	4	0	38	No	Yes
DS571170	NA	93434	93482	2	2	0	3	0	49	No	Yes
DS571170	EHI_131220	93758	93808	2	2	0	2	0	45	Yes	No
DS571170	NA	96737	96865	1	1	0	2	0	31	No	Yes
DS571170	NA	97166	97417	1	1	0	1	0	18	No	Yes
DS571170	NA	97224	97250	2	4	0	1	0	43	No	Yes
DS571170	NA	97500	97595	2	4	0	1	0	55	No	Yes
DS571170	EHI_131240	98413	98468	1	1	0	11	0	66	Yes	No
DS571170	NA	98413	98471	1	1	0	2	0	42	No	Yes
DS571170	EHI_131240	98811	98859	1	1	0	3	0	69	Yes	No
DS571170	EHI_131260	101765	101823	1	1	0	75	0	72	Yes	No
DS571170	NA	105137	105226	2	2	0	1	0	68	No	Yes
DS571171	NA	502	561	2	2	0	1	0	48	No	Yes
DS571171	EHI_073300	4302	4348	1	1	0	23	0	69	Yes	No
DS571171	NA	9271	9330	1	1	0	3	0	59	No	Yes
DS571171	EHI_073360	14326	14391	2	2	0	483	0	73	Yes	No
DS571171	NA	19967	20333	1	5	0	1	0	44	No	Yes
DS571171	NA	21214	21265	1	1	0	6	0	64	No	Yes
DS571171	NA	41251	41324	1	1	0	1	0	40	No	Yes
DS571171	NA	42080	42159	1	1	0	2	0	63	No	Yes
DS571171	NA	48062	48118	2	2	0	1	0	64	No	Yes
DS571171	NA	48739	48797	1	1	0	1	0	17	No	Yes
DS571171	EHI_073550	51410	51467	1	1	0	31	0	74	Yes	No
DS571171	NA	53187	53235	1	1	0	8	0	67	No	Yes
DS571172	EHI_013880	6067	6124	1	1	0	29	0	73	Yes	No
DS571172	NA	6367	6494	2	2	0	1	0	34	No	Yes
DS571172	EHI_013890	7833	7889	1	1	0	34	0	25	Yes	No
DS571172	NA	9459	9521	0	0	0	3	0	50	No	Yes
DS571172	NA	9572	9595	1	1	0	1	0	25	No	Yes
DS571172	NA	17123	17182	1	1	0	4	0	66	No	Yes
DS571172	EHI_013960	19703	19829	2	2	0	4	0	49	Yes	No
DS571172	NA	19768	19829	2	2	0	21	0	75	No	Yes
DS571172	EHI_013960	19979	20025	2	2	0	30	0	73	Yes	No
DS571172	EHI_013980	31961	32015	1	1	0	28	0	65	Yes	No
DS571172	NA	36043	36086	1	1	0	1	0	54	No	Yes
DS571172	EHI_014060	46442	46498	1	1	0	103	0	75	Yes	No
DS571172	NA	46659	46719	1	1	0	1	0	63	No	Yes
DS571172	EHI_014060	46659	46783	1	1	0	49	0	66	Yes	No
DS571172	NA	46659	46787	1	1	0	3	0	51	No	Yes
DS571172	EHI_014090	52190	52233	2	2	0	28	0	75	Yes	No
DS571172	EHI_014100	53398	53460	2	2	0	22	0	75	Yes	No
DS571172	EHI_014100	53579	53634	2	2	0	22	0	74	Yes	No
DS571172	NA	68582	68784	1	1	0	1	0	62	No	Yes
DS571172	EHI_014180	72923	72980	1	1	0	3	0	59	Yes	No
DS571172	NA	74114	74165	2	2	0	2	0	56	No	Yes
DS571172	EHI_014210	78194	78242	2	2	0	20	0	67	Yes	No
DS571172	NA	78352	78404	2	2	0	6	0	56	No	Yes
DS571172	EHI_014220	78782	78837	2	2	0	28	0	71	Yes	No
DS571172	NA	78785	78837	2	2	0	1	0	50	No	Yes
DS571172	EHI_014230	79373	79455	2	2	0	36	0	73	Yes	No
DS571172	NA	79791	79964	2	2	0	1	0	23	No	Yes
DS571172	EHI_014230	79798	79964	2	2	0	70	0	48	Yes	No
DS571172	NA	80526	80594	2	2	0	1	0	42	No	Yes
DS571172	NA	85569	85676	1	1	0	1	0	21	No	Yes
DS571172	NA	99346	99436	2	2	0	1	0	44	No	Yes
DS571172	NA	105981	106002	0	0	0	8	0	59	No	Yes
DS571173	NA	7899	7947	1	1	0	18	0	32	No	Yes
DS571173	EHI_087320	9917	9979	2	2	0	54	0	66	Yes	No
DS571173	NA	10024	10121	2	2	0	45	0	58	No	Yes
DS571173	EHI_087350	13923	13997	1	1	0	133	0	75	Yes	No
DS571173	NA	16042	16169	2	2	0	1	0	23	No	Yes
DS571173	NA	16045	16169	2	2	0	1	0	45	No	Yes
DS571173	NA	16045	16194	2	2	0	1	0	74	No	Yes
DS571173	NA	17354	17409	1	1	0	27	0	74	No	Yes
DS571173	NA	17354	17411	1	1	0	3	0	56	No	Yes
DS571173	EHI_087410	20361	20657	1	1	0	46	0	23	Yes	No
DS571173	NA	32716	32775	1	1	0	2	0	64	No	Yes
DS571173	EHI_087590	39867	39915	1	1	0	6	0	64	Yes	No
DS571173	EHI_087590	40035	40095	1	1	0	4	0	57	Yes	No
DS571173	EHI_087600	40552	40607	1	1	0	12	0	69	Yes	No
DS571173	NA	40556	40614	1	1	0	1	0	60	No	Yes
DS571173	EHI_087610	41885	41934	1	1	0	14	0	53	Yes	No
DS571173	EHI_087610	42167	42241	1	1	0	20	0	71	Yes	No
DS571173	NA	44015	44156	2	2	0	2	0	47	No	Yes
DS571173	NA	44389	44449	2	2	0	2	0	56	No	Yes
DS571173	NA	44401	44449	2	2	0	1	0	47	No	Yes
DS571173	EHI_087630	44591	44643	2	2	0	47	0	66	Yes	No
DS571173	NA	46781	46843	2	2	0	5	0	43	No	Yes
DS571173	NA	48228	48297	1	1	0	1	0	51	No	Yes
DS571173	NA	60576	60678	2	2	0	4	0	54	No	Yes
DS571173	NA	60579	60678	2	2	0	1	0	17	No	Yes
DS571173	EHI_087720	61166	61339	2	2	0	1155	0	75	Yes	No
DS571173	EHI_087760	71163	71210	2	2	0	52	0	74	Yes	No
DS571173	NA	71637	71728	1	1	0	1	0	43	No	Yes
DS571173	NA	75222	75348	1	1	0	1	0	74	No	Yes
DS571173	EHI_087820	83268	83317	2	2	0	16	0	71	Yes	No
DS571173	EHI_087820	84087	84145	2	2	0	14	0	74	Yes	No
DS571173	EHI_087830	85720	85769	1	1	0	56	0	73	Yes	No
DS571173	EHI_087860	92539	92594	2	2	0	14	0	55	Yes	No
DS571173	NA	95008	95067	1	1	0	1	0	21	No	Yes
DS571173	EHI_087880	95500	95557	1	1	0	1	0	38	Yes	No
DS571173	NA	98833	98884	1	1	0	1	0	69	No	Yes
DS571173	EHI_087890	98833	98888	1	1	0	20	0	72	Yes	No
DS571174	NA	7995	8047	1	1	0	19	0	56	No	Yes
DS571174	EHI_035400	9196	9239	2	2	0	25	0	72	Yes	No
DS571174	EHI_035460	21249	21314	1	1	0	5	0	17	Yes	No
DS571174	EHI_035470	23711	23766	2	2	0	29	0	74	Yes	No
DS571174	NA	26042	26448	2	2	0	1	0	23	No	Yes
DS571174	NA	26296	26448	2	2	0	34	0	75	No	Yes
DS571174	EHI_035490	26377	26448	2	2	0	6	0	75	Yes	No
DS571174	EHI_035510	31941	31998	1	1	0	322	0	75	Yes	No
DS571174	EHI_035510	32096	32149	1	1	0	284	0	73	Yes	No
DS571174	EHI_035520	34048	34095	2	2	0	24	0	74	Yes	No
DS571174	NA	35893	36009	0	0	0	9	0	41	No	Yes
DS571174	NA	41064	41110	2	2	0	25	0	75	No	Yes
DS571174	NA	41426	41486	1	1	0	13	0	61	No	Yes
DS571174	EHI_035580	48334	48385	1	1	0	54	0	74	Yes	No
DS571174	NA	48424	48501	1	1	0	2	0	24	No	Yes
DS571174	NA	50947	50999	2	2	0	5	0	74	No	Yes
DS571174	NA	51363	51403	2	2	0	2	0	45	No	Yes
DS571174	EHI_035610	56648	56696	1	1	0	30	0	72	Yes	No
DS571174	NA	56648	56699	1	1	0	1	0	41	No	Yes
DS571174	NA	56648	56720	1	1	0	1	0	63	No	Yes
DS571174	NA	57045	57143	0	0	0	19	0	73	No	Yes
DS571174	NA	60508	60568	2	2	0	1	0	21	No	Yes
DS571174	NA	68506	68915	1	1	0	1	0	51	No	Yes
DS571174	NA	68657	68813	1	5	0	2	0	61	No	Yes
DS571174	NA	73536	73594	2	2	0	7	0	71	No	Yes
DS571174	EHI_035780	88002	88067	2	2	0	2	0	73	Yes	No
DS571174	NA	92964	93022	1	1	0	3	0	52	No	Yes
DS571174	EHI_035810	93951	94061	1	1	0	27	0	74	Yes	No
DS571174	NA	97030	97076	2	2	0	1	0	51	No	Yes
DS571175	NA	4834	4900	1	1	0	1	0	14	No	Yes
DS571175	EHI_176980	5944	5999	2	2	0	14	0	59	Yes	No
DS571175	NA	6563	6616	1	1	0	8	0	74	No	Yes
DS571175	NA	6900	6943	1	1	0	8	0	22	No	Yes
DS571175	NA	7081	7158	1	1	0	21	0	75	No	Yes
DS571175	EHI_176990	7354	7397	1	1	0	21	0	75	Yes	No
DS571175	NA	8392	8448	1	1	0	1	0	43	No	Yes
DS571175	EHI_177010	13295	13343	1	1	0	423	0	75	Yes	No
DS571175	NA	14216	14269	1	1	0	2	0	61	No	Yes
DS571175	EHI_177010	14588	14634	1	1	0	1	0	19	Yes	No
DS571175	NA	23556	23598	2	2	0	1	0	65	No	Yes
DS571175	NA	26465	26488	0	0	0	4	0	54	No	Yes
DS571175	EHI_177190	27913	27990	2	2	0	335	0	75	Yes	No
DS571175	NA	34211	34538	2	2	0	1	0	23	No	Yes
DS571175	NA	39353	39438	2	2	0	2	0	62	No	Yes
DS571175	NA	39392	39438	2	2	0	1	0	38	No	Yes
DS571175	EHI_177330	41874	41929	2	2	0	59	0	72	Yes	No
DS571175	EHI_177330	42062	42143	2	2	0	45	0	66	Yes	No
DS571175	NA	42199	42259	2	2	0	4	0	60	No	Yes
DS571175	EHI_177330	42209	42259	2	2	0	40	0	70	Yes	No
DS571175	NA	43697	43753	2	2	0	56	0	73	No	Yes
DS571175	EHI_177380	48352	48404	1	1	0	143	0	74	Yes	No
DS571175	NA	48987	49098	2	2	0	1	0	64	No	Yes
DS571175	NA	48990	49098	2	2	0	1	0	12	No	Yes
DS571175	NA	49321	49424	2	2	0	1	0	22	No	Yes
DS571175	EHI_177390	49646	49697	2	2	0	34	0	71	Yes	No
DS571175	EHI_177400	50455	50504	1	1	0	256	0	75	Yes	No
DS571175	NA	52101	52328	1	1	0	1	0	47	No	Yes
DS571175	NA	52101	52502	1	1	0	1	0	58	No	Yes
DS571175	NA	52503	52616	1	1	0	1	0	25	No	Yes
DS571175	NA	58606	58651	1	1	0	69	0	74	No	Yes
DS571175	NA	58606	58676	1	1	0	1	0	23	No	Yes
DS571175	EHI_177450	62155	62220	2	2	0	40	0	75	Yes	No
DS571175	EHI_177450	62492	62554	2	2	0	8	0	29	Yes	No
DS571175	EHI_177490	67405	67564	2	2	0	109	0	71	Yes	No
DS571175	EHI_177520	70481	70539	1	1	0	2	0	22	Yes	No
DS571175	EHI_177520	70771	70823	1	1	0	869	0	75	Yes	No
DS571175	EHI_177530	72333	72376	2	2	0	68	0	72	Yes	No
DS571175	EHI_177550	75211	75257	2	2	0	36	0	75	Yes	No
DS571175	EHI_177550	75528	75574	2	2	0	23	0	70	Yes	No
DS571175	NA	78071	78137	2	2	0	8	0	75	No	Yes
DS571175	EHI_177610	84154	84197	2	2	0	47	0	72	Yes	No
DS571175	EHI_177650	91386	91440	2	2	0	106	0	75	Yes	No
DS571175	NA	91751	91811	2	2	0	1	0	30	No	Yes
DS571175	EHI_177650	91761	91811	2	2	0	117	0	46	Yes	No
DS571175	NA	94718	94751	0	0	0	3	0	45	No	Yes
DS571176	NA	13457	13507	2	2	0	1	0	75	No	Yes
DS571176	EHI_051420	15895	15951	2	2	0	25	0	70	Yes	No
DS571176	NA	16004	16055	2	2	0	2	0	52	No	Yes
DS571176	NA	30052	30131	1	1	0	1	0	37	No	Yes
DS571176	NA	31134	31165	1	1	0	1	0	19	No	Yes
DS571176	NA	32599	32842	2	6	0	1	0	49	No	Yes
DS571176	NA	36055	36127	1	1	0	1	0	57	No	Yes
DS571176	EHI_051750	40434	40490	2	2	0	202	0	72	Yes	No
DS571176	NA	40447	40490	2	2	0	1	0	43	No	Yes
DS571176	NA	40587	40633	2	2	0	2	0	44	No	Yes
DS571176	EHI_051750	40587	40637	2	2	0	167	0	74	Yes	No
DS571176	NA	40587	40639	2	2	0	1	0	17	No	Yes
DS571176	EHI_051820	53338	53391	2	2	0	67	0	74	Yes	No
DS571176	EHI_051820	53493	53543	2	2	0	126	0	75	Yes	No
DS571176	NA	57259	57315	2	2	0	2	0	70	No	Yes
DS571176	EHI_051830	57262	57315	2	2	0	25	0	73	Yes	No
DS571176	NA	57741	57813	2	2	0	1	0	73	No	Yes
DS571176	EHI_051830	57902	57958	2	2	0	102	0	74	Yes	No
DS571177	NA	10498	10650	1	1	0	5	0	67	No	Yes
DS571177	NA	19886	19940	1	1	0	11	0	28	No	Yes
DS571177	NA	23970	24024	1	1	0	1	0	38	No	Yes
DS571177	NA	36254	36302	1	1	0	2	0	41	No	Yes
DS571177	EHI_166930	36488	36542	1	1	0	3	0	63	Yes	No
DS571177	NA	38151	38240	1	1	0	2	0	50	No	Yes
DS571177	EHI_167000	58458	58531	1	1	0	25	0	72	Yes	No
DS571177	NA	64865	64924	1	1	0	2	0	68	No	Yes
DS571177	EHI_167030	64865	64938	1	1	0	209	0	75	Yes	No
DS571177	EHI_167030	65063	65112	1	1	0	175	0	73	Yes	No
DS571177	NA	65063	65146	1	1	0	2	0	25	No	Yes
DS571177	EHI_167040	67004	67056	1	1	0	30	0	74	Yes	No
DS571177	NA	67797	67816	2	2	0	1	0	40	No	Yes
DS571177	NA	72433	72497	2	2	0	1	0	61	No	Yes
DS571177	EHI_167100	74883	74943	2	2	0	3	0	57	Yes	No
DS571177	NA	80376	80489	2	2	0	1	0	70	No	Yes
DS571177	EHI_167140	81941	82025	2	2	0	6	0	58	Yes	No
DS571177	EHI_167140	82084	82133	2	2	0	19	0	62	Yes	No
DS571177	EHI_167160	85100	85157	2	2	0	29	0	71	Yes	No
DS571177	NA	86267	86324	1	1	0	4	0	35	No	Yes
DS571177	EHI_167160	86533	86580	2	2	0	35	0	74	Yes	No
DS571177	NA	92623	92680	2	2	0	1	0	23	No	Yes
DS571178	NA	1428	1575	2	2	0	1	0	40	No	Yes
DS571178	EHI_007500	8736	8787	2	2	0	51	0	70	Yes	No
DS571178	NA	9407	9484	2	2	0	1	0	60	No	Yes
DS571178	EHI_007500	9431	9484	2	2	0	60	0	71	Yes	No
DS571178	NA	11002	11062	1	1	0	1	0	22	No	Yes
DS571178	NA	11216	11404	0	0	0	3	0	62	No	Yes
DS571178	NA	11422	11667	0	0	0	3	0	68	No	Yes
DS571178	NA	11495	11599	0	0	0	4	0	43	No	Yes
DS571178	NA	11507	11530	0	0	0	84	0	74	No	Yes
DS571178	NA	11531	11563	0	0	0	9	0	53	No	Yes
DS571178	NA	11612	12066	0	0	0	67	0	52	No	Yes
DS571178	NA	11666	12336	0	0	0	70	0	45	No	Yes
DS571178	NA	11709	11737	1	5	0	1	0	19	No	Yes
DS571178	NA	12067	12138	0	0	0	60	0	67	No	Yes
DS571178	NA	12162	13022	0	0	0	5	0	68	No	Yes
DS571178	NA	12366	13220	0	0	0	3	0	57	No	Yes
DS571178	NA	12424	13074	2	2	0	1	0	21	No	Yes
DS571178	NA	13321	13374	0	0	0	4	0	56	No	Yes
DS571178	NA	13606	13704	0	0	0	4	0	34	No	Yes
DS571178	EHI_007640	15692	15736	1	1	0	75	0	75	Yes	No
DS571178	NA	18400	18496	2	2	0	3	0	53	No	Yes
DS571178	EHI_007900	27574	27630	1	1	0	66	0	70	Yes	No
DS571178	EHI_007940	35854	35906	2	2	0	623	0	75	Yes	No
DS571178	EHI_007960	39023	39071	2	2	0	41	0	73	Yes	No
DS571178	EHI_007960	39194	39237	2	2	0	37	0	75	Yes	No
DS571178	NA	40172	40365	1	1	0	2	0	67	No	Yes
DS571178	EHI_007980	41729	41815	2	2	0	77	0	75	Yes	No
DS571178	EHI_007990	43963	44019	1	1	0	12	0	68	Yes	No
DS571178	EHI_008040	56020	56064	2	2	0	43	0	74	Yes	No
DS571178	EHI_008050	58853	58897	2	2	0	31	0	73	Yes	No
DS571178	EHI_008060	59632	59710	1	1	0	38	0	63	Yes	No
DS571178	NA	59636	59715	1	1	0	1	0	40	No	Yes
DS571178	EHI_008070	63312	63357	1	1	0	23	0	72	Yes	No
DS571178	EHI_008090	66988	67037	1	1	0	109	0	73	Yes	No
DS571178	NA	67924	67993	1	1	0	3	0	71	No	Yes
DS571178	NA	67924	68086	1	1	0	1	0	67	No	Yes
DS571178	EHI_008100	67961	68086	1	1	0	40	0	71	Yes	No
DS571178	EHI_008130	74264	74317	1	1	0	288	0	75	Yes	No
DS571178	NA	74264	74357	1	1	0	6	0	72	No	Yes
DS571178	NA	74269	74321	1	1	0	1	0	35	No	Yes
DS571178	EHI_008210	88354	88555	2	2	0	720	0	75	Yes	No
DS571178	NA	88381	88555	2	2	0	1	0	17	No	Yes
DS571178	NA	88453	88555	2	2	0	1	0	57	No	Yes
DS571178	NA	88507	88555	2	2	0	1	0	27	No	Yes
DS571178	EHI_008210	88913	88982	2	2	0	15	0	62	Yes	No
DS571178	NA	89331	89389	1	1	0	9	0	63	No	Yes
DS571178	NA	91326	91405	1	1	0	138	0	74	No	Yes
DS571179	NA	3040	3087	1	1	0	1	0	43	No	Yes
DS571179	EHI_093710	8638	8692	1	1	0	53	0	74	Yes	No
DS571179	EHI_093710	8933	8997	1	1	0	66	0	72	Yes	No
DS571179	EHI_093710	9286	9350	1	1	0	47	0	72	Yes	No
DS571179	NA	10207	10261	1	1	0	1	0	54	No	Yes
DS571179	NA	13949	14004	1	1	0	1	0	43	No	Yes
DS571179	NA	15582	15679	2	2	0	1	0	32	No	Yes
DS571179	EHI_093780	21773	21818	1	1	0	8	0	60	Yes	No
DS571179	NA	26271	26346	1	1	0	2	0	36	No	Yes
DS571179	EHI_093820	26271	26362	1	1	0	144	0	73	Yes	No
DS571179	EHI_093930	59204	59253	2	2	0	10	0	68	Yes	No
DS571179	NA	59643	59693	2	2	0	4	0	40	No	Yes
DS571179	NA	65998	66319	2	2	0	1	0	40	No	Yes
DS571179	EHI_094000	71144	71249	1	1	0	78	0	74	Yes	No
DS571179	EHI_094000	71343	71425	1	1	0	85	0	74	Yes	No
DS571179	EHI_094070	79566	79633	1	1	0	1	0	36	Yes	No
DS571179	NA	80059	80098	1	1	0	2	0	69	No	Yes
DS571179	NA	80059	80118	1	1	0	5	0	70	No	Yes
DS571179	NA	80079	80098	1	1	0	5	0	69	No	Yes
DS571179	NA	85317	85345	0	0	0	6	0	70	No	Yes
DS571179	NA	85908	85967	1	1	0	1	0	25	No	Yes
DS571180	EHI_118450	14097	14150	2	2	0	23	0	73	Yes	No
DS571180	NA	14097	14196	2	2	0	1	0	34	No	Yes
DS571180	NA	14130	14196	2	2	0	1	0	23	No	Yes
DS571180	EHI_118460	15062	15116	1	1	0	36	0	74	Yes	No
DS571180	EHI_118490	20443	20497	2	2	0	19	0	72	Yes	No
DS571180	EHI_118700	50434	50482	1	1	0	23	0	72	Yes	No
DS571180	EHI_118710	50946	51002	2	2	0	65	0	74	Yes	No
DS571180	NA	52751	52819	2	2	0	1	0	60	No	Yes
DS571180	NA	53143	53303	2	2	0	1	0	55	No	Yes
DS571180	NA	68145	68333	1	1	0	1	0	62	No	Yes
DS571180	NA	77406	77450	2	2	0	1	0	32	No	Yes
DS571180	NA	77427	77474	2	2	0	2	0	58	No	Yes
DS571180	NA	77430	77462	2	2	0	2	0	64	No	Yes
DS571180	NA	77439	77474	2	2	0	1	0	52	No	Yes
DS571180	NA	91656	91711	1	1	0	1	0	36	No	Yes
DS571180	EHI_118920	91656	91760	1	1	0	244	0	75	Yes	No
DS571181	EHI_004190	10110	10161	2	2	0	2	0	50	Yes	No
DS571181	NA	10113	10161	2	2	0	1	0	42	No	Yes
DS571181	EHI_004200	10658	10712	1	1	0	89	0	40	Yes	No
DS571181	NA	11925	11982	1	1	0	12	0	66	No	Yes
DS571181	NA	15256	15301	1	1	0	1	0	43	No	Yes
DS571181	NA	15256	15328	1	1	0	3	0	56	No	Yes
DS571181	NA	28692	28736	1	1	0	1	0	60	No	Yes
DS571181	NA	32271	32315	1	1	0	1	0	43	No	Yes
DS571181	EHI_004370	32605	32662	1	1	0	2465	0	75	Yes	No
DS571181	NA	32976	33153	1	1	0	1	0	35	No	Yes
DS571181	EHI_004400	37789	37884	2	2	0	32	0	74	Yes	No
DS571181	NA	75619	75663	1	1	0	192	0	74	No	Yes
DS571181	NA	75804	75862	1	1	0	1	0	22	No	Yes
DS571181	EHI_004580	75804	75867	1	1	0	130	0	71	Yes	No
DS571182	NA	2883	3147	2	2	0	2	0	74	No	Yes
DS571182	NA	3845	3936	1	1	0	1	0	28	No	Yes
DS571182	NA	5312	5331	2	2	0	1	0	31	No	Yes
DS571182	NA	6719	6809	2	2	0	1	0	32	No	Yes
DS571182	EHI_010390	24295	24340	2	2	0	5	0	64	Yes	No
DS571182	EHI_010500	28006	28071	2	2	0	12	0	74	Yes	No
DS571182	NA	29276	29347	2	2	0	1	0	51	No	Yes
DS571182	NA	29455	29659	0	0	0	3	0	62	No	Yes
DS571182	EHI_010550	37821	37866	1	1	0	12	0	62	Yes	No
DS571182	NA	37821	37898	1	1	0	1	0	65	No	Yes
DS571182	NA	38992	39036	1	1	0	1	0	36	No	Yes
DS571182	NA	39738	40186	1	1	0	1	0	57	No	Yes
DS571182	NA	42031	42087	2	2	0	1	0	36	No	Yes
DS571182	NA	44544	44603	1	1	0	1	0	26	No	Yes
DS571182	EHI_010580	45067	45124	2	2	0	15	0	69	Yes	No
DS571182	EHI_010580	45242	45315	2	2	0	10	0	72	Yes	No
DS571182	EHI_010580	45452	45522	2	2	0	16	0	70	Yes	No
DS571182	EHI_010600	47665	47713	2	2	0	51	0	73	Yes	No
DS571182	NA	59204	59288	2	2	0	2	0	74	No	Yes
DS571182	EHI_010630	60099	60151	2	2	0	12	0	75	Yes	No
DS571182	EHI_010630	60318	60382	2	2	0	16	0	70	Yes	No
DS571182	EHI_010690	68370	68448	2	2	0	21	0	75	Yes	No
DS571182	EHI_010700	70741	70792	1	1	0	64	0	75	Yes	No
DS571182	NA	71774	71827	2	2	0	29	0	49	No	Yes
DS571182	EHI_010720	73431	73474	1	1	0	63	0	49	Yes	No
DS571182	EHI_010720	73635	73690	1	1	0	65	0	74	Yes	No
DS571182	EHI_010730	75290	75348	1	1	0	121	0	75	Yes	No
DS571183	EHI_117800	3545	3588	1	1	0	6	0	73	Yes	No
DS571183	NA	9135	9210	2	2	0	3	0	72	No	Yes
DS571183	EHI_117840	9163	9210	2	2	0	25	0	74	Yes	No
DS571183	NA	9429	9480	2	2	0	21	0	66	No	Yes
DS571183	EHI_117890	19543	19602	1	1	0	19	0	50	Yes	No
DS571183	EHI_117910	22329	22390	2	2	0	24	0	73	Yes	No
DS571183	EHI_117920	23012	23065	2	2	0	189	0	75	Yes	No
DS571183	NA	27817	28114	1	1	0	2	0	26	No	Yes
DS571183	NA	27872	27976	2	2	0	1	0	13	No	Yes
DS571183	EHI_117960	27903	27976	2	2	0	202	0	74	Yes	No
DS571183	EHI_117970	31316	31399	1	1	0	5	0	51	Yes	No
DS571183	EHI_117980	31860	31909	2	2	0	11	0	60	Yes	No
DS571183	EHI_118010	35471	35518	2	2	0	2	0	56	Yes	No
DS571183	EHI_118040	39347	39407	1	1	0	74	0	73	Yes	No
DS571183	NA	60680	60738	2	2	0	1	0	70	No	Yes
DS571183	EHI_118170	64124	64193	2	2	0	4	0	54	Yes	No
DS571183	NA	64542	64661	2	2	0	1	0	46	No	Yes
DS571183	NA	77481	77507	1	1	0	1	0	18	No	Yes
DS571183	NA	77538	77570	1	1	0	1	0	30	No	Yes
DS571183	NA	77541	77570	1	1	0	1	0	18	No	Yes
DS571183	NA	77637	77672	1	1	0	1	0	36	No	Yes
DS571183	NA	85463	85534	2	2	0	2	0	48	No	Yes
DS571183	EHI_118280	87007	87058	2	2	0	1	0	20	Yes	No
DS571184	EHI_009250	5210	5287	2	2	0	39	0	70	Yes	No
DS571184	EHI_009250	6082	6134	2	2	0	36	0	74	Yes	No
DS571184	NA	6085	6134	2	2	0	6	0	60	No	Yes
DS571184	EHI_009380	11865	11909	2	2	0	75	0	74	Yes	No
DS571184	EHI_009390	13906	13976	1	1	0	5	0	65	Yes	No
DS571184	EHI_009400	16424	16469	2	2	0	7	0	70	Yes	No
DS571184	EHI_009405	16737	16783	1	1	0	27	0	72	Yes	No
DS571184	EHI_009410	17271	17375	1	1	0	150	0	74	Yes	No
DS571184	EHI_009430	20825	20890	2	2	0	20	0	63	Yes	No
DS571184	NA	22253	22301	2	2	0	56	0	74	No	Yes
DS571184	NA	27677	27967	2	2	0	1	0	20	No	Yes
DS571184	NA	38951	39011	1	1	0	5	0	72	No	Yes
DS571184	NA	43394	43480	1	1	0	1	0	14	No	Yes
DS571184	NA	44211	44264	0	0	0	3	0	70	No	Yes
DS571184	NA	44257	44365	1	1	0	1	0	73	No	Yes
DS571184	NA	47859	47917	1	1	0	4	0	64	No	Yes
DS571184	EHI_009560	48894	48999	2	2	0	40	0	73	Yes	No
DS571184	NA	48910	48999	2	2	0	1	0	41	No	Yes
DS571184	NA	50180	50200	2	2	0	1	0	60	No	Yes
DS571184	NA	68647	68692	1	1	0	4	0	51	No	Yes
DS571184	EHI_009630	75660	75715	2	2	0	90	0	73	Yes	No
DS571184	EHI_009650	78573	78629	1	1	0	72	0	43	Yes	No
DS571184	EHI_009650	78766	78821	1	1	0	114	0	74	Yes	No
DS571184	EHI_009650	79398	79450	1	1	0	20	0	74	Yes	No
DS571184	EHI_009680	86670	86725	2	2	0	1268	0	35	Yes	No
DS571185	NA	22915	22966	2	2	0	3	0	75	No	Yes
DS571185	NA	25842	25954	2	2	0	6	0	51	No	Yes
DS571185	NA	25902	25954	2	2	0	17	0	69	No	Yes
DS571185	NA	60504	60548	2	2	0	84	0	75	No	Yes
DS571185	NA	63488	63555	2	2	0	5	0	64	No	Yes
DS571185	NA	66127	66536	2	2	0	2	0	14	No	Yes
