scaffold_number	intron_start	intron_end	orf_rep1_reads(u)	orf_rep1_reads(m)	orf_rep2_reads(u)	orf_rep2_reads(m)
DS571166	113397	113467	17	0	22	0
DS571167	16579	16643	1	0	1	0
DS571167	19220	19274	1	0	2	0
DS571167	27679	27753	6	0	5	0
DS571167	27986	28035	3	0	2	0
DS571167	39722	39774	36	0	10	0
DS571167	41357	41414	33	0	26	0
DS571167	41752	41803	10	0	10	0
DS571167	42536	42685	7	0	7	0
DS571167	44665	44724	9	0	12	0
DS571167	46656	46709	35	0	7	0
DS571167	47661	47722	8	0	6	0
DS571167	48164	48219	2	0	2	0
DS571167	48294	48341	2	0	1	0
DS571167	54171	54230	2	0	2	0
DS571167	54966	55027	41	0	36	0
DS571167	56457	56503	133	0	149	0
DS571167	57325	57344	2	0	2	0
DS571167	60658	60713	122	0	151	0
DS571167	61422	61474	7	0	14	0
DS571167	70795	70837	36	0	36	0
DS571167	92706	92759	68	0	36	0
DS571167	93221	93278	32	0	44	0
DS571167	93534	93589	15	0	25	0
DS571167	93625	93691	3	0	14	0
DS571167	107016	107069	89	0	115	0
DS571167	109006	109065	3	0	2	0
DS571168	12100	12176	1	0	5	0
DS571168	21918	21964	41	0	55	0
DS571168	22289	22335	20	0	7	0
DS571168	47173	47277	156	0	42	0
DS571168	47329	47376	166	0	45	0
DS571168	64730	64775	12	0	3	0
DS571168	65854	65927	1	0	1	0
DS571168	65869	65922	23	0	38	0
DS571168	91611	91671	8	0	1	0
DS571168	92585	92639	1	0	3	0
DS571168	92585	92870	6	0	16	0
DS571168	92585	92879	1	0	2	0
DS571168	92585	92888	14	0	33	0
DS571168	92600	92667	3	0	1	0
DS571168	92600	92833	782	0	921	0
DS571168	93881	93936	55	0	9	0
DS571168	101750	101800	48	0	32	0
DS571169	13831	13884	76	0	84	0
DS571169	17194	17327	10	0	4	0
DS571169	50250	50327	1	0	1	0
DS571169	50283	50327	192	0	195	0
DS571169	64403	64446	28	0	7	0
DS571169	68312	68370	5	0	1	0
DS571169	68508	68709	2	0	2	0
DS571169	72521	72583	165	0	87	0
DS571169	73626	73817	1	0	2	0
DS571169	74183	74224	1	0	3	0
DS571169	77054	77114	49	0	13	0
DS571169	77200	77254	45	0	10	0
DS571169	77347	77392	50	0	6	0
DS571169	83558	83614	121	0	154	0
DS571169	83572	83614	4	0	10	0
DS571169	90869	90929	1	0	1	0
DS571169	94122	94178	3	0	1	0
DS571169	94551	94601	1	0	5	0
DS571169	106603	106675	2	0	1	0
DS571169	106607	106675	9	0	3	0
DS571170	16196	16291	4	0	1	0
DS571170	19916	19971	2	0	5	0
DS571170	22091	22144	14	0	19	0
DS571170	32037	32097	3	0	4	0
DS571170	44410	44456	44	0	20	0
DS571170	44676	44727	47	0	31	0
DS571170	46808	46857	28	0	20	0
DS571170	55708	55768	3	0	2	0
DS571170	56851	56908	261	0	369	0
DS571170	67613	67736	167	0	116	0
DS571170	71006	71064	63	0	4	0
DS571170	80013	80074	8	0	13	0
DS571170	80289	80334	20	0	14	0
DS571170	80504	80553	17	0	15	0
DS571170	85524	85567	209	0	162	0
DS571170	85865	85919	44	0	70	0
DS571170	87059	87115	23	0	30	0
DS571170	88412	88457	35	0	36	0
DS571170	92016	92107	55	0	35	0
DS571170	93142	93197	4	0	2	0
DS571170	93434	93482	3	0	4	0
DS571170	93758	93808	2	0	3	0
DS571170	97224	97250	1	0	1	0
DS571170	98413	98468	11	0	4	0
DS571170	101765	101823	75	0	11	0
DS571170	105137	105226	1	0	1	0
DS571171	4302	4348	23	0	2	0
DS571171	14326	14391	483	0	409	0
DS571171	48062	48118	1	0	1	0
DS571171	51410	51467	31	0	32	0
DS571171	53187	53235	8	0	3	0
DS571172	6067	6124	29	0	8	0
DS571172	6367	6494	1	0	1	0
DS571172	7833	7889	34	0	9	0
DS571172	9572	9595	1	0	1	0
DS571172	17123	17182	4	0	1	0
DS571172	19703	19829	4	0	2	0
DS571172	19768	19829	21	0	23	0
DS571172	19979	20025	30	0	28	0
DS571172	31961	32015	28	0	33	0
DS571172	46442	46498	103	0	40	0
DS571172	46659	46783	49	0	33	0
DS571172	52190	52233	28	0	10	0
DS571172	53398	53460	22	0	5	0
DS571172	53579	53634	22	0	6	0
DS571172	78194	78242	20	0	23	0
DS571172	78352	78404	6	0	18	0
DS571172	78782	78837	28	0	5	0
DS571172	79373	79455	36	0	63	0
DS571172	79791	79964	1	0	1	0
DS571172	79798	79964	70	0	29	0
DS571172	80526	80594	1	0	6	0
DS571172	105981	106002	8	0	6	0
DS571173	7899	7947	18	0	6	0
DS571173	9917	9979	54	0	43	0
DS571173	10024	10121	45	0	39	0
DS571173	13923	13997	133	0	188	0
DS571173	16045	16169	1	0	1	0
DS571173	16045	16194	1	0	3	0
DS571173	17354	17409	27	0	19	0
DS571173	20361	20657	46	0	51	0
DS571173	39867	39915	6	0	1	0
DS571173	40035	40095	4	0	5	0
DS571173	40552	40607	12	0	4	0
DS571173	41885	41934	14	0	6	0
DS571173	42167	42241	20	0	21	0
DS571173	44015	44156	2	0	1	0
DS571173	44389	44449	2	0	3	0
DS571173	44401	44449	1	0	1	0
DS571173	44591	44643	47	0	47	0
DS571173	46781	46843	5	0	1	0
DS571173	60576	60678	4	0	6	0
DS571173	61166	61339	1155	0	1080	0
DS571173	71163	71210	52	0	22	0
DS571173	83268	83317	16	0	5	0
DS571173	84087	84145	14	0	6	0
DS571173	85720	85769	56	0	36	0
DS571173	92539	92594	14	0	9	0
DS571173	98833	98888	20	0	6	0
DS571174	7995	8047	19	0	15	0
DS571174	9196	9239	25	0	31	0
DS571174	21249	21314	5	0	6	0
DS571174	23711	23766	29	0	35	0
DS571174	26296	26448	34	0	23	0
DS571174	26377	26448	6	0	2	0
DS571174	31941	31998	322	0	169	0
DS571174	32096	32149	284	0	183	0
DS571174	34048	34095	24	0	13	0
DS571174	35893	36009	9	0	13	0
DS571174	41064	41110	25	0	27	0
DS571174	41426	41486	13	0	13	0
DS571174	48334	48385	54	0	59	0
DS571174	48424	48501	2	0	1	0
DS571174	50947	50999	5	0	9	0
DS571174	51363	51403	2	0	2	0
DS571174	56648	56696	30	0	48	0
DS571174	56648	56699	1	0	6	0
DS571174	57045	57143	19	0	23	0
DS571174	60508	60568	1	0	1	0
DS571174	88002	88067	2	0	4	0
DS571174	93951	94061	27	0	10	0
DS571174	97030	97076	1	0	1	0
DS571175	5944	5999	14	0	1	0
DS571175	6563	6616	8	0	2	0
DS571175	6900	6943	8	0	3	0
DS571175	7081	7158	21	0	7	0
DS571175	7354	7397	21	0	4	0
DS571175	13295	13343	423	0	284	0
DS571175	27913	27990	335	0	281	0
DS571175	39353	39438	2	0	1	0
DS571175	41874	41929	59	0	27	0
DS571175	42062	42143	45	0	17	0
DS571175	42199	42259	4	0	2	0
DS571175	42209	42259	40	0	11	0
DS571175	43697	43753	56	0	40	0
DS571175	48352	48404	143	0	73	0
DS571175	48990	49098	1	0	1	0
DS571175	49646	49697	34	0	23	0
DS571175	50455	50504	256	0	201	0
DS571175	58606	58651	69	0	67	0
DS571175	58606	58676	1	0	1	0
DS571175	62155	62220	40	0	43	0
DS571175	62492	62554	8	0	11	0
DS571175	67405	67564	109	0	90	0
DS571175	70481	70539	2	0	2	0
DS571175	70771	70823	869	0	641	0
DS571175	72333	72376	68	0	33	0
DS571175	75211	75257	36	0	34	0
DS571175	75528	75574	23	0	37	0
DS571175	78071	78137	8	0	3	0
DS571175	84154	84197	47	0	38	0
DS571175	91386	91440	106	0	69	0
DS571175	91761	91811	117	0	82	0
DS571176	15895	15951	25	0	4	0
DS571176	36055	36127	1	0	1	0
DS571176	40434	40490	202	0	217	0
DS571176	40587	40633	2	0	1	0
DS571176	40587	40637	167	0	193	0
DS571176	40587	40639	1	0	1	0
DS571176	53338	53391	67	0	68	0
DS571176	53493	53543	126	0	152	0
DS571176	57262	57315	25	0	10	0
DS571176	57902	57958	102	0	29	0
DS571177	10498	10650	5	0	3	0
DS571177	19886	19940	11	0	3	0
DS571177	23970	24024	1	0	2	0
DS571177	36254	36302	2	0	1	0
DS571177	36488	36542	3	0	2	0
DS571177	64865	64938	209	0	45	0
DS571177	65063	65112	175	0	68	0
DS571177	67004	67056	30	0	35	0
DS571177	74883	74943	3	0	19	0
DS571177	81941	82025	6	0	10	0
DS571177	82084	82133	19	0	20	0
DS571177	85100	85157	29	0	51	0
DS571177	86267	86324	4	0	2	0
DS571177	86533	86580	35	0	4	0
DS571178	8736	8787	51	0	60	0
DS571178	9431	9484	60	0	32	0
DS571178	11507	11530	84	0	132	0
DS571178	11531	11563	9	0	11	0
DS571178	11612	12066	67	0	101	0
DS571178	11709	11737	1	0	1	0
DS571178	15692	15736	75	0	121	0
DS571178	27574	27630	66	0	99	0
DS571178	35854	35906	623	0	675	0
DS571178	39023	39071	41	0	33	0
DS571178	39194	39237	37	0	35	0
DS571178	41729	41815	77	0	90	0
DS571178	43963	44019	12	0	16	0
DS571178	56020	56064	43	0	61	0
DS571178	58853	58897	31	0	7	0
DS571178	59632	59710	38	0	35	0
DS571178	63312	63357	23	0	2	0
DS571178	66988	67037	109	0	115	0
DS571178	67924	68086	1	0	1	0
DS571178	67961	68086	40	0	21	0
DS571178	74264	74317	288	0	367	0
DS571178	74264	74357	6	0	1	0
DS571178	74269	74321	1	0	8	0
DS571178	88354	88555	720	0	327	0
DS571178	88453	88555	1	0	1	0
DS571178	88507	88555	1	0	1	0
DS571178	88913	88982	15	0	5	0
DS571178	89331	89389	9	0	1	0
DS571178	91326	91405	138	0	48	0
DS571179	8638	8692	53	0	35	0
DS571179	8933	8997	66	0	32	0
DS571179	9286	9350	47	0	69	0
DS571179	21773	21818	8	0	1	0
DS571179	26271	26362	144	0	46	0
DS571179	59204	59253	10	0	4	0
DS571179	59643	59693	4	0	7	0
DS571179	71144	71249	78	0	69	0
DS571179	71343	71425	85	0	65	0
DS571179	79566	79633	1	0	2	0
DS571179	80059	80098	2	0	1	0
DS571179	80059	80118	5	0	5	0
DS571179	80079	80098	5	0	1	0
DS571179	85908	85967	1	0	1	0
DS571180	14097	14150	23	0	25	0
DS571180	14130	14196	1	0	1	0
DS571180	15062	15116	36	0	31	0
DS571180	20443	20497	19	0	20	0
DS571180	50434	50482	23	0	20	0
DS571180	50946	51002	65	0	118	0
DS571180	52751	52819	1	0	1	0
DS571180	91656	91711	1	0	2	0
DS571180	91656	91760	244	0	203	0
DS571181	10658	10712	89	0	87	0
DS571181	11925	11982	12	0	3	0
DS571181	15256	15301	1	0	2	0
DS571181	32605	32662	2465	0	1484	0
DS571181	37789	37884	32	0	33	0
DS571181	75619	75663	192	0	179	0
DS571181	75804	75867	130	0	163	0
DS571182	24295	24340	5	0	4	0
DS571182	28006	28071	12	0	1	0
DS571182	37821	37866	12	0	4	0
DS571182	45067	45124	15	0	7	0
DS571182	45242	45315	10	0	8	0
DS571182	45452	45522	16	0	15	0
DS571182	47665	47713	51	0	48	0
DS571182	60099	60151	12	0	2	0
DS571182	60318	60382	16	0	1	0
DS571182	68370	68448	21	0	42	0
DS571182	70741	70792	64	0	86	0
DS571182	71774	71827	29	0	50	0
DS571182	73431	73474	63	0	14	0
DS571182	73635	73690	65	0	24	0
DS571182	75290	75348	121	0	57	0
DS571183	3545	3588	6	0	2	0
DS571183	9135	9210	3	0	1	0
DS571183	9163	9210	25	0	17	0
DS571183	9429	9480	21	0	15	0
DS571183	19543	19602	19	0	18	0
DS571183	22329	22390	24	0	9	0
DS571183	23012	23065	189	0	233	0
DS571183	27903	27976	202	0	273	0
DS571183	31316	31399	5	0	11	0
DS571183	31860	31909	11	0	15	0
DS571183	39347	39407	74	0	112	0
DS571183	60680	60738	1	0	4	0
DS571184	5210	5287	39	0	40	0
DS571184	6082	6134	36	0	19	0
DS571184	11865	11909	75	0	56	0
DS571184	13906	13976	5	0	5	0
DS571184	16424	16469	7	0	12	0
DS571184	16737	16783	27	0	19	0
DS571184	17271	17375	150	0	23	0
DS571184	20825	20890	20	0	29	0
DS571184	22253	22301	56	0	15	0
DS571184	38951	39011	5	0	10	0
DS571184	47859	47917	4	0	18	0
DS571184	48894	48999	40	0	39	0
DS571184	75660	75715	90	0	4	0
DS571184	78573	78629	72	0	68	0
DS571184	78766	78821	114	0	157	0
DS571184	79398	79450	20	0	30	0
DS571184	86670	86725	1268	0	1307	0
DS571185	25902	25954	17	0	7	0
DS571185	60504	60548	84	0	36	0
DS571185	63488	63555	5	0	3	0
DS571185	72263	72321	46	0	64	0
DS571186	1658	1716	363	0	75	0
DS571186	2936	2985	148	0	145	0
DS571186	4458	4513	44	0	24	0
DS571186	10002	10057	2	0	1	0
DS571186	26089	26145	30	0	10	0
DS571186	32334	32408	17	0	4	0
DS571186	34253	34306	6	0	16	0
DS571186	45390	45445	37	0	68	0
DS571186	48159	48214	8	0	7	0
DS571186	51066	51109	7	0	4	0
DS571186	52203	52248	32	0	17	0
DS571186	55885	55941	20	0	27	0
DS571186	56034	56090	18	0	15	0
DS571187	18780	18872	3	0	3	0
DS571187	26312	26367	62	0	60	0
DS571187	33393	33442	5	0	1	0
DS571187	39095	39153	41	0	108	0
DS571187	46993	47042	14	0	18	0
DS571187	50152	50200	31	0	18	0
DS571187	50347	50421	37	0	39	0
DS571187	59691	59798	102	0	34	0
DS571187	61207	61274	57	0	56	0
DS571187	72257	72306	214	0	87	0
DS571187	72796	72869	29	0	66	0
DS571187	77550	77593	17	0	7	0
DS571187	78913	78962	65	0	30	0
DS571187	79234	79280	39	0	12	0
DS571187	87045	87095	149	0	267	0
DS571188	15264	15310	30	0	29	0
DS571188	15689	15751	21	0	27	0
DS571188	21916	21972	54	0	77	0
DS571188	24652	24724	6	0	6	0
DS571188	38136	38181	18	0	9	0
DS571188	43582	43629	17	0	9	0
DS571188	45291	45409	1	0	4	0
DS571188	55827	55923	1	0	2	0
DS571188	58036	58138	966	0	927	0
DS571188	58093	58138	2	0	1	0
DS571189	25414	25460	104	0	75	0
DS571189	25546	25610	110	0	71	0
DS571189	25904	25948	390	0	183	0
DS571189	26057	26110	496	0	271	0
DS571189	31824	31863	2	0	1	0
DS571189	34055	34116	726	0	561	0
DS571189	34809	34864	22	0	19	0
DS571189	35666	35717	287	0	254	0
DS571189	53721	53797	3	0	4	0
DS571189	53911	53967	7	0	3	0
DS571189	54231	54295	3	0	1	0
DS571189	57774	57916	1	0	3	0
DS571189	57862	57916	3	0	4	0
DS571189	63568	63618	73	0	73	0
DS571189	73329	73378	11	0	27	0
DS571190	1731	1801	13	0	9	0
DS571190	1935	1988	9	0	3	0
DS571190	2421	2470	60	0	61	0
DS571190	7716	7774	471	0	478	0
DS571190	9025	9080	357	0	466	0
DS571190	14674	14730	19	0	19	0
DS571190	19859	19911	39	0	29	0
DS571190	32050	32172	2	0	2	0
DS571190	33439	33491	9	0	1	0
DS571190	36603	36656	1	0	2	0
DS571190	39546	39600	206	0	67	0
DS571190	40795	40849	25	0	1	0
DS571190	61521	61576	24	0	18	0
DS571190	66498	66543	39	0	25	0
DS571190	66726	66809	147	0	98	0
DS571190	69441	69489	10	0	6	0
DS571190	69569	69619	14	0	16	0
DS571190	69766	69825	19	0	19	0
DS571190	70024	70081	22	0	9	0
DS571190	74926	74971	1	0	1	0
DS571190	81318	81371	15	0	12	0
DS571190	81468	81524	7	0	3	0
DS571191	8007	8082	99	0	110	0
DS571191	16234	16286	448	0	462	0
DS571191	16898	16987	477	0	235	0
DS571191	17535	17596	13	0	7	0
DS571191	19737	19781	35	0	21	0
DS571191	22635	22692	75	0	55	0
DS571191	22794	22842	50	0	52	0
DS571191	34143	34197	14	0	12	0
DS571191	37596	37649	74	0	86	0
DS571191	38609	38680	2	0	5	0
DS571191	39132	39179	176	0	178	0
DS571191	39942	39988	501	0	414	0
DS571191	40850	40941	240	0	240	0
DS571191	43631	43679	24	0	30	0
DS571191	43747	43828	1	0	5	0
DS571191	43776	43828	27	0	21	0
DS571191	45310	45361	38	0	48	0
DS571191	49147	49232	128	0	42	0
DS571191	54340	54395	14	0	21	0
DS571191	56389	56436	5	0	4	0
DS571191	69748	69816	4	0	8	0
DS571192	6623	6678	15	0	5	0
DS571192	6628	6678	1	0	2	0
DS571192	8294	8376	235	0	85	0
DS571192	10488	10534	14	0	2	0
DS571192	59455	59506	532	0	454	0
DS571192	59455	59508	7	0	6	0
DS571192	59926	59973	12	0	3	0
DS571192	59926	60061	134	0	121	0
DS571192	60326	60398	3	0	4	0
DS571192	64855	64907	230	0	239	0
DS571192	72027	72095	97	0	83	0
DS571192	72027	72099	2	0	1	0
DS571193	23313	23359	91	0	131	0
DS571193	23741	23788	67	0	54	0
DS571193	36266	36319	30	0	8	0
DS571193	39592	39646	39	0	57	0
DS571193	47319	47372	5	0	5	0
DS571193	67586	67640	18	0	22	0
DS571194	3919	4003	26	0	27	0
DS571194	7812	7890	54	0	25	0
DS571194	35750	35803	93	0	57	0
DS571194	36741	36784	418	0	164	0
DS571194	36741	36788	2	0	2	0
DS571194	56114	56167	17	0	2	0
DS571194	61998	62046	2	0	4	0
DS571194	63919	64048	12	0	4	0
DS571194	69784	69845	6	0	3	0
DS571195	10026	10083	5	0	6	0
DS571195	14005	14091	87	0	61	0
DS571195	14688	14730	2	0	3	0
DS571195	14688	14743	62	0	10	0
DS571195	16571	16625	87	0	58	0
DS571195	17657	17714	1	0	1	0
DS571195	26386	26430	28	0	24	0
DS571195	28282	28345	18	0	28	0
DS571195	29045	29133	260	0	227	0
DS571195	33550	33606	1	0	1	0
DS571195	46756	46841	77	0	97	0
DS571195	46930	47019	16	0	16	0
DS571195	46942	47019	1	0	3	0
DS571195	50919	51004	259	0	197	0
DS571195	51088	51173	391	0	289	0
DS571195	51276	51329	424	0	279	0
DS571195	51390	51445	220	0	142	0
DS571195	60000	60057	158	0	123	0
DS571195	60216	60278	93	0	51	0
DS571196	26426	26472	4	0	1	0
DS571196	43155	43206	61	0	72	0
DS571196	58551	58601	603	0	296	0
DS571196	58551	58603	1	0	3	0
DS571196	60651	60697	54	0	2	0
DS571196	62770	62820	3	0	2	0
DS571196	73234	73276	30	0	37	0
DS571196	73900	73974	24	0	23	0
DS571197	25569	25626	3	0	5	0
DS571197	26704	26749	2	0	1	0
DS571197	44776	44829	37	0	29	0
DS571197	44779	44829	48	0	78	0
DS571197	44967	45107	181	0	200	0
DS571197	50845	50899	38	0	57	0
DS571197	53338	53483	416	0	104	0
DS571197	53433	53483	2	0	1	0
DS571197	65255	65386	182	0	35	0
DS571198	8822	8870	12	0	15	0
DS571198	9425	9467	35	0	22	0
DS571198	9819	9873	29	0	43	0
DS571198	11132	11189	113	0	52	0
DS571198	11354	11401	97	0	44	0
DS571198	12419	12474	28	0	31	0
DS571198	16365	16423	1	0	3	0
DS571198	17828	17976	3	0	2	0
DS571198	23380	23443	22	0	45	0
DS571198	27847	27893	6	0	6	0
DS571198	40569	40621	9	0	15	0
DS571198	64481	64526	3	0	9	0
DS571198	71120	71173	72	0	22	0
DS571198	72902	72972	4	0	7	0
DS571199	6669	6732	5	0	3	0
DS571199	15867	15917	54	0	63	0
DS571199	21264	21350	5	0	7	0
DS571199	23625	23676	59	0	58	0
DS571199	33406	33477	2	0	2	0
DS571199	42518	42582	94	0	44	0
DS571199	42727	42909	54	0	53	0
DS571199	48021	48072	11	0	34	0
DS571199	48729	48892	18	0	21	0
DS571199	64722	64773	50	0	55	0
DS571200	30613	30667	13	0	20	0
DS571200	31110	31296	471	0	446	0
DS571200	40199	40251	10	0	14	0
DS571200	46405	46454	225	0	325	0
DS571200	46405	46460	4	0	2	0
DS571200	47836	47899	56	0	39	0
DS571200	48833	48860	1	0	1	0
DS571200	48854	48934	1	0	3	0
DS571200	48881	48934	2	0	7	0
DS571200	48887	48914	2	0	1	0
DS571200	48908	48934	36	0	41	0
DS571200	51865	51921	2	0	1	0
DS571200	51871	51921	558	0	680	0
DS571200	54538	54598	12	0	4	0
DS571200	62024	62072	9	0	5	0
DS571201	24901	24962	108	0	61	0
DS571201	24918	24962	1	0	1	0
DS571201	43980	44030	1	0	1	0
DS571201	61630	61714	30	0	3	0
DS571201	61941	62053	18	0	8	0
DS571201	62749	62971	38	0	31	0
DS571201	64157	64234	36	0	31	0
DS571201	64519	64604	53	0	30	0
DS571201	67911	67977	245	0	236	0
DS571201	68231	68284	167	0	223	0
DS571201	69622	69686	14	0	3	0
DS571201	69954	70004	4	0	1	0
DS571201	70551	70604	9	0	8	0
DS571201	71183	71234	40	0	49	0
DS571202	14035	14080	97	0	102	0
DS571202	14322	14371	71	0	92	0
DS571202	14657	14724	65	0	67	0
DS571202	20909	20963	78	0	4	0
DS571202	30861	30913	836	0	473	0
DS571202	30874	30927	2	0	1	0
DS571202	35424	35469	2	0	2	0
DS571202	36139	36223	6	0	4	0
DS571202	58964	59017	97	0	13	0
DS571202	62788	62899	7	0	1	0
DS571202	63611	63673	196	0	230	0
DS571203	5521	5580	16	0	19	0
DS571203	5740	5786	11	0	4	0
DS571203	6252	6297	9	0	9	0
DS571203	8550	8602	51	0	25	0
DS571203	11682	11760	20	0	24	0
DS571203	16128	16182	2	0	4	0
DS571203	16128	16211	4	0	5	0
DS571203	30451	30514	9	0	7	0
DS571203	30870	30922	24	0	17	0
DS571203	31349	31407	20	0	11	0
DS571203	33216	33269	30	0	25	0
DS571203	33503	33578	47	0	24	0
DS571203	33711	33782	33	0	29	0
DS571203	49089	49137	4	0	7	0
DS571203	49268	49319	1	0	1	0
DS571203	54808	54907	1	0	2	0
DS571203	55597	55644	79	0	57	0
DS571203	56368	56426	2	0	1	0
DS571203	56970	57018	22	0	29	0
DS571204	8801	8845	78	0	31	0
DS571204	9446	9499	31	0	9	0
DS571204	10063	10118	90	0	27	0
DS571204	16806	16872	39	0	31	0
DS571204	20761	20805	123	0	147	0
DS571204	21073	21123	1	0	1	0
DS571204	21209	21257	39	0	12	0
DS571204	21375	21421	138	0	39	0
DS571204	27976	28040	2	0	3	0
DS571204	30169	30238	8	0	6	0
DS571204	30969	31042	15	0	3	0
DS571204	32075	32135	11	0	11	0
DS571204	37096	37151	10	0	1	0
DS571204	46317	46366	72	0	60	0
DS571204	46317	46369	1	0	1	0
DS571204	46452	46505	1	0	2	0
DS571204	47048	47096	6	0	13	0
DS571204	47427	47483	4	0	1	0
DS571204	48293	48348	30	0	12	0
DS571204	49089	49148	10	0	6	0
DS571205	17922	17970	302	0	321	0
DS571205	17922	17987	5	0	2	0
DS571205	31066	31228	1	0	2	0
DS571205	33361	33409	28	0	15	0
DS571205	33570	33622	40	0	17	0
DS571205	42887	42979	2	0	12	0
DS571205	57052	57124	12	0	13	0
DS571206	10081	10138	17	0	11	0
DS571206	10334	10391	4	0	13	0
DS571206	10782	10833	17	0	22	0
DS571206	14599	14618	1	0	1	0
DS571206	14599	14638	1	0	1	0
DS571206	17569	17624	12	0	8	0
DS571206	19883	19991	1	0	1	0
DS571206	19913	19991	1	0	1	0
DS571206	19946	19991	182	0	123	0
DS571206	20230	20296	27	0	43	0
DS571206	27286	27344	132	0	60	0
DS571206	27836	27891	120	0	91	0
DS571206	29456	29927	1	0	1	0
DS571206	32984	33046	21	0	33	0
DS571206	34289	34335	2	0	1	0
DS571206	57349	57394	17	0	8	0
DS571206	57972	58029	37	0	24	0
DS571206	62694	62750	25	0	38	0
DS571207	12189	12234	244	0	224	0
DS571207	12283	12330	299	0	232	0
DS571207	13241	13293	60	0	22	0
DS571207	13685	13733	1	0	1	0
DS571207	23493	23542	8	0	5	0
DS571207	23493	23582	2	0	9	0
DS571207	25332	25389	12	0	10	0
DS571207	28044	28095	12	0	12	0
DS571207	36496	36551	120	0	109	0
DS571207	36906	36958	39	0	78	0
DS571207	37152	37196	33	0	45	0
DS571207	37346	37391	16	0	31	0
DS571207	40729	40783	120	0	157	0
DS571207	46753	46812	107	0	171	0
DS571207	56871	56917	30	0	53	0
DS571207	56871	56919	2	0	1	0
DS571207	60970	61019	9	0	9	0
DS571208	5398	5453	4	0	4	0
DS571208	5402	5453	82	0	87	0
DS571208	7208	7264	16	0	10	0
DS571208	14794	14849	500	0	468	0
DS571208	34724	34747	4	0	1	0
DS571208	42481	42528	59	0	52	0
DS571208	54128	54185	34	0	21	0
DS571209	22836	22911	3	0	2	0
DS571209	22852	22911	1091	0	1278	0
DS571209	43476	43567	8	0	2	0
DS571210	38294	38340	367	0	284	0
DS571210	38457	38512	267	0	125	0
DS571210	48048	48133	26	0	22	0
DS571210	48280	48366	29	0	40	0
DS571211	519	572	2	0	4	0
DS571211	9806	9883	934	0	688	0
DS571211	16874	16940	13	0	14	0
DS571211	35699	35806	21	0	10	0
DS571211	40691	40749	30	0	44	0
DS571211	51740	51796	83	0	70	0
DS571211	61033	61111	2	0	3	0
DS571211	61139	61204	12	0	3	0
DS571212	48714	48807	1	0	1	0
DS571212	55063	55109	4	0	2	0
DS571213	8124	8196	61	0	86	0
DS571213	13385	13442	60	0	53	0
DS571213	13900	13944	7	0	6	0
DS571213	14737	14798	9	0	12	0
DS571213	19433	19481	47	0	22	0
DS571213	20814	20872	2	0	1	0
DS571213	29571	29625	22	0	2	0
DS571213	30237	30291	1	0	6	0
DS571213	33411	33484	1	0	2	0
DS571213	34714	34800	99	0	87	0
DS571213	44442	44501	1	0	11	0
DS571213	44631	44708	2	0	4	0
DS571214	19573	19639	82	0	74	0
DS571214	19744	19808	99	0	100	0
DS571214	26235	26295	128	0	209	0
DS571214	26354	26445	185	0	248	0
DS571214	26503	26564	157	0	191	0
DS571214	26519	26564	4	0	5	0
DS571214	27510	27567	3	0	2	0
DS571214	40421	40547	2	0	5	0
DS571214	41205	41253	44	0	28	0
DS571214	42783	42806	13	0	15	0
DS571214	42783	42854	1	0	1	0
DS571214	44316	44339	5	0	12	0
DS571214	44316	44363	3	0	2	0
DS571214	44364	44435	2	0	12	0
DS571214	44388	44435	1	0	1	0
DS571214	44436	44459	12	0	17	0
DS571214	44436	44483	12	0	20	0
DS571214	44436	44627	5	0	11	0
DS571214	44460	44531	5	0	12	0
DS571214	44484	44531	2	0	6	0
DS571214	44532	44555	2	0	2	0
DS571214	44532	44579	14	0	4	0
DS571214	44532	44627	1	0	2	0
DS571214	44556	44603	3	0	2	0
DS571215	11299	11351	5	0	1	0
DS571215	12717	12765	131	0	115	0
DS571215	12897	12947	13	0	7	0
DS571215	12904	12947	169	0	158	0
DS571215	13054	13120	6	0	16	0
DS571215	13054	13126	6	0	14	0
DS571215	13054	13157	2	0	1	0
DS571215	15629	15687	154	0	126	0
DS571215	15928	15976	23	0	20	0
DS571215	25866	25924	214	0	212	0
DS571215	26337	26399	26	0	34	0
DS571215	32122	32173	56	0	33	0
DS571215	49985	50031	9	0	14	0
DS571215	56531	56584	30	0	41	0
DS571215	59225	59296	2	0	3	0
DS571216	17226	17287	22	0	13	0
DS571216	17501	17549	43	0	22	0
DS571216	30415	30475	58	0	41	0
DS571216	38755	38806	53	0	49	0
DS571216	39037	39098	63	0	57	0
DS571216	43327	43376	3	0	3	0
DS571216	43430	43489	82	0	19	0
DS571217	1837	1890	5	0	13	0
DS571217	2059	2144	3	0	3	0
DS571217	2096	2144	16	0	16	0
DS571217	18024	18076	3	0	3	0
DS571217	19081	19141	25	0	31	0
DS571217	19437	19494	60	0	23	0
DS571217	25582	25635	14	0	12	0
DS571217	30542	30592	8	0	5	0
DS571217	53321	53371	7	0	14	0
DS571217	54068	54125	13	0	19	0
DS571218	9301	9385	11	0	4	0
DS571218	9524	9583	13	0	3	0
DS571218	26464	26567	11	0	7	0
DS571218	27387	27439	229	0	214	0
DS571218	56448	56493	35	0	29	0
DS571218	56448	56518	1	0	1	0
DS571218	56448	56524	1	0	2	0
DS571219	22890	22946	16	0	49	0
