Scaffold,Intron_S,Intron_E,strand,motif,Annotation,unique_reads,multi_reads,overhang
DS571178,67924,67993,1,1,0,3,0,71
DS571178,67924,68086,1,1,0,1,0,67
DS571178,67961,68086,1,1,0,40,0,71
DS571178,74264,74317,1,1,0,288,0,75
DS571178,74264,74357,1,1,0,6,0,72
DS571178,74269,74321,1,1,0,1,0,35
DS571178,88354,88555,2,2,0,720,0,75
DS571178,88381,88555,2,2,0,1,0,17
DS571178,88453,88555,2,2,0,1,0,57
DS571178,88507,88555,2,2,0,1,0,27
DS571178,88913,88982,2,2,0,15,0,62
DS571178,89331,89389,1,1,0,9,0,63
DS571178,91326,91405,1,1,0,138,0,74
DS571179,3040,3087,1,1,0,1,0,43
DS571179,8638,8692,1,1,0,53,0,74
DS571179,8933,8997,1,1,0,66,0,72
DS571179,9286,9350,1,1,0,47,0,72
DS571179,10207,10261,1,1,0,1,0,54
DS571179,13949,14004,1,1,0,1,0,43
DS571179,15582,15679,2,2,0,1,0,32
DS571179,21773,21818,1,1,0,8,0,60
DS571179,26271,26346,1,1,0,2,0,36
DS571179,26271,26362,1,1,0,144,0,73
DS571179,59204,59253,2,2,0,10,0,68
DS571179,59643,59693,2,2,0,4,0,40
DS571179,65998,66319,2,2,0,1,0,40
DS571179,71144,71249,1,1,0,78,0,74
DS571179,71343,71425,1,1,0,85,0,74
DS571179,79566,79633,1,1,0,1,0,36
DS571179,80059,80098,1,1,0,2,0,69
DS571179,80059,80118,1,1,0,5,0,70
DS571179,80079,80098,1,1,0,5,0,69
DS571179,85317,85345,0,0,0,6,0,70
DS571179,85908,85967,1,1,0,1,0,25
DS571180,14097,14150,2,2,0,23,0,73
DS571180,14097,14196,2,2,0,1,0,34
DS571180,14130,14196,2,2,0,1,0,23
DS571180,15062,15116,1,1,0,36,0,74
DS571180,20443,20497,2,2,0,19,0,72
DS571180,50434,50482,1,1,0,23,0,72
DS571180,50946,51002,2,2,0,65,0,74
DS571180,52751,52819,2,2,0,1,0,60
DS571180,53143,53303,2,2,0,1,0,55
DS571180,68145,68333,1,1,0,1,0,62
DS571180,77406,77450,2,2,0,1,0,32
DS571180,77427,77474,2,2,0,2,0,58
DS571180,77430,77462,2,2,0,2,0,64
DS571180,77439,77474,2,2,0,1,0,52
DS571180,91656,91711,1,1,0,1,0,36
DS571180,91656,91760,1,1,0,244,0,75
DS571181,10110,10161,2,2,0,2,0,50
DS571181,10113,10161,2,2,0,1,0,42
DS571181,10658,10712,1,1,0,89,0,40
DS571181,11925,11982,1,1,0,12,0,66
DS571181,15256,15301,1,1,0,1,0,43
DS571181,15256,15328,1,1,0,3,0,56
DS571181,28692,28736,1,1,0,1,0,60
DS571181,32271,32315,1,1,0,1,0,43
DS571181,32605,32662,1,1,0,2465,0,75
DS571181,32976,33153,1,1,0,1,0,35
DS571181,37789,37884,2,2,0,32,0,74
DS571181,75619,75663,1,1,0,192,0,74
DS571181,75804,75862,1,1,0,1,0,22
DS571181,75804,75867,1,1,0,130,0,71
DS571182,2883,3147,2,2,0,2,0,74
DS571182,3845,3936,1,1,0,1,0,28
DS571182,5312,5331,2,2,0,1,0,31
DS571182,6719,6809,2,2,0,1,0,32
DS571182,24295,24340,2,2,0,5,0,64
DS571182,28006,28071,2,2,0,12,0,74
DS571182,29276,29347,2,2,0,1,0,51
DS571182,29455,29659,0,0,0,3,0,62
DS571182,37821,37866,1,1,0,12,0,62
DS571182,37821,37898,1,1,0,1,0,65
DS571182,38992,39036,1,1,0,1,0,36
DS571182,39738,40186,1,1,0,1,0,57
DS571182,42031,42087,2,2,0,1,0,36
DS571182,44544,44603,1,1,0,1,0,26
DS571182,45067,45124,2,2,0,15,0,69
DS571182,45242,45315,2,2,0,10,0,72
DS571182,45452,45522,2,2,0,16,0,70
DS571182,47665,47713,2,2,0,51,0,73
DS571182,59204,59288,2,2,0,2,0,74
DS571182,60099,60151,2,2,0,12,0,75
DS571182,60318,60382,2,2,0,16,0,70
DS571182,68370,68448,2,2,0,21,0,75
DS571182,70741,70792,1,1,0,64,0,75
DS571182,71774,71827,2,2,0,29,0,49
DS571182,73431,73474,1,1,0,63,0,49
DS571182,73635,73690,1,1,0,65,0,74
DS571182,75290,75348,1,1,0,121,0,75
DS571183,3545,3588,1,1,0,6,0,73
DS571183,9135,9210,2,2,0,3,0,72
DS571183,9163,9210,2,2,0,25,0,74
DS571183,9429,9480,2,2,0,21,0,66
DS571183,19543,19602,1,1,0,19,0,50
DS571183,22329,22390,2,2,0,24,0,73
DS571183,23012,23065,2,2,0,189,0,75
DS571183,27817,28114,1,1,0,2,0,26
DS571183,27872,27976,2,2,0,1,0,13
DS571183,27903,27976,2,2,0,202,0,74
DS571183,31316,31399,1,1,0,5,0,51
DS571183,31860,31909,2,2,0,11,0,60
DS571183,35471,35518,2,2,0,2,0,56
DS571183,39347,39407,1,1,0,74,0,73
DS571183,60680,60738,2,2,0,1,0,70
DS571183,64124,64193,2,2,0,4,0,54
DS571183,64542,64661,2,2,0,1,0,46
DS571183,77481,77507,1,1,0,1,0,18
DS571183,77538,77570,1,1,0,1,0,30
DS571183,77541,77570,1,1,0,1,0,18
DS571183,77637,77672,1,1,0,1,0,36
DS571183,85463,85534,2,2,0,2,0,48
DS571183,87007,87058,2,2,0,1,0,20
DS571184,5210,5287,2,2,0,39,0,70
DS571184,6082,6134,2,2,0,36,0,74
DS571184,6085,6134,2,2,0,6,0,60
DS571184,11865,11909,2,2,0,75,0,74
DS571184,13906,13976,1,1,0,5,0,65
DS571184,16424,16469,2,2,0,7,0,70
DS571184,16737,16783,1,1,0,27,0,72
DS571184,17271,17375,1,1,0,150,0,74
DS571184,20825,20890,2,2,0,20,0,63
DS571184,22253,22301,2,2,0,56,0,74
DS571184,27677,27967,2,2,0,1,0,20
DS571184,38951,39011,1,1,0,5,0,72
DS571184,43394,43480,1,1,0,1,0,14
DS571184,44211,44264,0,0,0,3,0,70
DS571184,44257,44365,1,1,0,1,0,73
DS571184,47859,47917,1,1,0,4,0,64
DS571184,48894,48999,2,2,0,40,0,73
DS571184,48910,48999,2,2,0,1,0,41
DS571184,50180,50200,2,2,0,1,0,60
DS571184,68647,68692,1,1,0,4,0,51
DS571184,75660,75715,2,2,0,90,0,73
DS571184,78573,78629,1,1,0,72,0,43
DS571184,78766,78821,1,1,0,114,0,74
DS571184,79398,79450,1,1,0,20,0,74
DS571184,86670,86725,2,2,0,1268,0,35
DS571185,22915,22966,2,2,0,3,0,75
DS571185,25842,25954,2,2,0,6,0,51
DS571185,25902,25954,2,2,0,17,0,69
DS571185,60504,60548,2,2,0,84,0,75
DS571185,63488,63555,2,2,0,5,0,64
DS571185,66127,66536,2,2,0,2,0,14
DS571185,66169,66225,2,2,0,1,0,17
DS571185,66252,66413,2,2,0,2,0,63
DS571185,66349,66552,2,2,0,1,0,61
DS571185,66731,66788,1,1,0,3,0,26
DS571185,72263,72321,2,2,0,46,0,75
DS571185,73286,73352,1,1,0,2,0,26
DS571186,1658,1716,1,1,0,363,0,75
DS571186,1658,1734,1,1,0,2,0,47
DS571186,2936,2985,1,1,0,148,0,75
DS571186,4458,4513,2,2,0,44,0,74
DS571186,6409,6463,1,1,0,1,0,50
DS571186,8440,8489,2,2,0,2,0,65
DS571186,10002,10057,1,1,0,2,0,57
DS571186,26089,26145,1,1,0,30,0,75
DS571186,32327,32408,2,2,0,1,0,75
DS571186,32334,32408,2,2,0,17,0,60
DS571186,34253,34306,1,1,0,6,0,71
DS571186,35008,35085,2,2,0,1,0,27
DS571186,35064,35120,1,1,0,1,0,67
DS571186,35698,35754,0,0,0,6,0,58
DS571186,43994,44053,0,0,0,3,0,32
DS571186,45390,45445,1,1,0,37,0,75
DS571186,48159,48214,2,2,0,8,0,65
DS571186,51066,51109,2,2,0,7,0,55
DS571186,52203,52248,2,2,0,32,0,53
DS571186,55885,55941,2,2,0,20,0,74
DS571186,56034,56090,2,2,0,18,0,75
DS571186,60005,60052,2,4,0,1,0,13
DS571186,81692,81792,1,1,0,1,0,47
DS571187,18780,18872,2,2,0,3,0,35
DS571187,18820,18872,2,2,0,2,0,37
DS571187,26312,26367,1,1,0,62,0,74
DS571187,26312,26371,1,1,0,1,0,71
DS571187,33393,33442,1,1,0,5,0,74
DS571187,39095,39153,1,1,0,41,0,74
DS571187,44050,44113,1,1,0,3,0,46
DS571187,46993,47042,1,1,0,14,0,69
DS571187,50152,50200,1,1,0,31,0,37
DS571187,50347,50401,1,1,0,2,0,53
DS571187,50347,50421,1,1,0,37,0,71
DS571187,59688,59798,1,1,0,1,0,18
DS571187,59691,59798,1,1,0,102,0,75
DS571187,61207,61274,2,2,0,57,0,67
DS571187,71319,71381,2,2,0,5,0,24
DS571187,71406,71469,2,2,0,6,0,24
DS571187,72257,72306,2,2,0,214,0,73
DS571187,72796,72869,2,2,0,29,0,71
DS571187,77550,77593,2,2,0,17,0,70
DS571187,78913,78962,2,2,0,65,0,74
DS571187,79234,79280,2,2,0,39,0,75
DS571187,83772,83819,1,1,0,1,0,24
DS571187,87045,87095,1,1,0,149,0,74
DS571188,15264,15310,1,1,0,30,0,74
DS571188,15689,15751,1,1,0,21,0,73
DS571188,21916,21972,2,2,0,54,0,71
DS571188,24652,24724,1,1,0,6,0,73
DS571188,38136,38181,1,1,0,18,0,72
DS571188,43582,43629,2,2,0,17,0,75
DS571188,45291,45409,1,1,0,1,0,53
DS571188,55827,55923,1,1,0,1,0,51
DS571188,58036,58138,2,2,0,966,0,75
DS571188,58093,58138,2,2,0,2,0,56
DS571189,14061,14183,2,2,0,1,0,73
DS571189,25414,25460,2,2,0,104,0,73
DS571189,25546,25610,2,2,0,110,0,75
DS571189,25900,25948,1,1,0,1,0,24
DS571189,25904,25948,1,1,0,390,0,75
DS571189,26057,26110,1,1,0,496,0,75
DS571189,31824,31843,2,2,0,1,0,57
DS571189,31824,31863,2,2,0,2,0,70
DS571189,34055,34116,2,2,0,726,0,75
DS571189,34809,34864,2,2,0,22,0,69
DS571189,35666,35717,2,2,0,287,0,74
DS571189,53083,53156,1,1,0,4,0,31
DS571189,53721,53797,1,1,0,3,0,70
DS571189,53911,53967,1,1,0,7,0,68
DS571189,54231,54295,2,2,0,3,0,51
DS571189,57774,57916,2,2,0,1,0,55
DS571189,57862,57916,2,2,0,3,0,69
DS571189,59753,59785,1,1,0,2,0,63
DS571189,60882,60935,1,1,0,1,0,22
DS571189,61214,61270,1,1,0,2,0,43
DS571189,63568,63618,2,2,0,73,0,74
DS571189,63582,63618,2,2,0,1,0,35
DS571189,73329,73378,1,1,0,11,0,67
DS571190,1731,1801,2,2,0,13,0,68
DS571190,1935,1988,2,2,0,9,0,56
DS571190,2421,2470,1,1,0,60,0,75
DS571190,7716,7774,1,1,0,471,0,75
DS571190,8438,8482,1,1,0,1,0,49
DS571190,9025,9080,2,2,0,357,0,74
DS571190,14674,14730,1,1,0,19,0,73
DS571190,19859,19911,2,2,0,39,0,70
DS571190,31721,31789,1,1,0,1,0,45
DS571190,32050,32172,2,2,0,2,0,43
DS571190,33439,33491,1,1,0,9,0,75
DS571190,36603,36656,2,2,0,1,0,71
DS571190,39546,39600,1,1,0,206,0,74
DS571190,40795,40849,1,1,0,25,0,73
DS571190,41524,41582,1,1,0,31,0,73
DS571190,60504,60553,2,2,0,2,0,51
DS571190,61521,61576,2,2,0,24,0,69
DS571190,66498,66543,1,1,0,39,0,68
DS571190,66726,66809,1,1,0,147,0,74
DS571190,67753,67871,1,1,0,1,0,42
DS571190,67946,67971,0,0,0,3,0,74
DS571190,69441,69489,1,1,0,10,0,69
DS571190,69569,69619,1,1,0,14,0,64
DS571190,69766,69825,1,1,0,19,0,74
DS571190,70024,70081,1,1,0,22,0,72
DS571190,71480,71534,2,2,0,1,0,49
DS571190,74535,74590,2,2,0,5,0,44
DS571190,74926,74971,2,2,0,1,0,26
DS571190,81318,81371,1,1,0,15,0,69
DS571190,81468,81524,1,1,0,7,0,72
DS571191,1604,1654,1,1,0,1,0,38
DS571191,3201,3252,1,1,0,1,0,49
DS571191,8007,8082,1,1,0,99,0,74
DS571191,12262,12361,1,1,0,1,0,66
DS571191,13908,13992,0,0,0,3,0,64
DS571191,16234,16286,2,2,0,448,0,74
DS571191,16898,16987,2,2,0,477,0,74
DS571191,17535,17596,1,1,0,13,0,75
DS571191,18044,18098,1,1,0,1,0,18
DS571191,19737,19781,1,1,0,35,0,65
DS571191,21746,21958,0,0,0,4,0,74
DS571191,22635,22692,1,1,0,75,0,74
DS571191,22794,22842,1,1,0,50,0,73
DS571191,34143,34197,2,2,0,14,0,71
DS571191,37596,37649,1,1,0,74,0,75
DS571191,38609,38680,1,1,0,2,0,28
DS571191,38884,39033,1,1,0,1,0,41
DS571191,39132,39179,1,1,0,176,0,74
DS571191,39942,39988,1,1,0,501,0,75
DS571191,40850,40941,2,2,0,240,0,75
DS571191,43631,43679,2,2,0,24,0,74
DS571191,43747,43828,2,2,0,1,0,67
DS571191,43776,43828,2,2,0,27,0,69
DS571191,45308,45361,2,2,0,1,0,49
DS571191,45310,45361,2,2,0,38,0,63
DS571191,49147,49232,1,1,0,128,0,74
DS571191,54340,54395,2,2,0,14,0,25
DS571191,56389,56436,1,1,0,5,0,71
DS571191,61195,61387,1,1,0,2,0,29
DS571191,63090,63155,1,1,0,1,0,57
DS571191,69748,69816,1,1,0,4,0,33
DS571191,70619,70700,2,2,0,5,0,68
DS571191,70625,70700,2,2,0,2,0,39
DS571192,6623,6678,2,2,0,15,0,17
DS571192,6628,6678,2,2,0,1,0,28
DS571192,8294,8376,2,2,0,235,0,64
DS571192,10488,10534,2,2,0,14,0,70
DS571192,23896,24073,0,0,0,7,0,71
DS571192,23918,23950,2,6,0,1,0,34
DS571192,24631,24698,2,2,0,2,0,25
DS571192,47105,47150,2,2,0,1,0,42
DS571192,59455,59502,2,2,0,1,0,57
DS571192,59455,59506,2,2,0,532,0,71
DS571192,59455,59508,2,2,0,7,0,45
DS571192,59926,59973,1,1,0,12,0,50
DS571192,59926,60061,1,1,0,134,0,74
DS571192,60326,60398,2,2,0,3,0,75
DS571192,64853,64907,2,2,0,1,0,19
DS571192,64855,64907,2,2,0,230,0,74
DS571192,72027,72095,1,1,0,97,0,72
DS571192,72027,72099,1,1,0,2,0,52
DS571192,73600,73644,1,1,0,1,0,53
DS571193,1713,1809,2,2,0,4,0,54
DS571193,23313,23359,2,2,0,91,0,75
DS571193,23741,23788,2,2,0,67,0,75
DS571193,36266,36319,1,1,0,30,0,74
DS571193,39592,39646,2,2,0,39,0,72
DS571193,47319,47372,1,1,0,5,0,68
DS571193,63665,63717,1,1,0,4,0,71
DS571193,67586,67640,2,2,0,18,0,74
DS571193,73382,73426,1,1,0,1,0,52
DS571194,3919,4003,2,2,0,26,0,75
DS571194,7812,7890,1,1,0,54,0,72
DS571194,15576,15868,2,2,0,2,0,28
DS571194,35750,35799,1,1,0,1,0,60
DS571194,35750,35803,1,1,0,93,0,73
DS571194,35750,35884,1,1,0,1,0,68
DS571194,36741,36784,1,1,0,418,0,75
DS571194,36741,36788,1,1,0,2,0,43
DS571194,46808,46903,2,2,0,1,0,31
DS571194,47420,47466,1,1,0,2,0,20
DS571194,56114,56167,1,1,0,17,0,70
DS571194,61998,62046,1,1,0,2,0,13
DS571194,63919,64048,1,1,0,12,0,73
DS571194,69784,69845,1,1,0,6,0,71
DS571195,10026,10083,2,2,0,5,0,33
DS571195,14005,14091,2,2,0,87,0,73
DS571195,14688,14730,1,1,0,2,0,75
DS571195,14688,14743,1,1,0,62,0,74
DS571195,15572,15631,2,2,0,2,0,69
DS571195,16571,16625,1,1,0,87,0,65
DS571195,17657,17714,2,2,0,1,0,31
DS571195,26386,26430,1,1,0,28,0,71
DS571195,28282,28345,1,1,0,18,0,73
DS571195,29045,29133,1,1,0,260,0,75
DS571195,32796,32848,1,1,0,1,0,25
DS571195,33550,33606,2,2,0,1,0,33
DS571195,46756,46841,1,1,0,77,0,73
DS571195,46930,47019,2,2,0,16,0,74
DS571195,46942,47019,2,2,0,1,0,68
DS571195,50919,51004,2,2,0,259,0,74
DS571195,51088,51173,2,2,0,391,0,75
DS571195,51276,51329,2,2,0,424,0,62
DS571195,51390,51445,2,2,0,220,0,34
DS571195,59992,60057,2,2,0,1,0,61
DS571195,60000,60057,2,2,0,158,0,75
DS571195,60216,60278,2,2,0,93,0,26
DS571195,72364,72473,2,2,0,1,0,26
DS571195,72394,72538,0,0,0,3,0,48
DS571196,26426,26472,1,1,0,4,0,29
DS571196,26677,26734,1,1,0,1,0,28
DS571196,33031,33082,1,1,0,6,0,66
DS571196,39067,39134,2,2,0,3,0,68
DS571196,43155,43206,1,1,0,61,0,74
DS571196,48420,48481,2,2,0,1,0,67
DS571196,48844,48893,2,2,0,1,0,20
DS571196,58551,58601,1,1,0,603,0,75
DS571196,58551,58603,1,1,0,1,0,67
DS571196,60651,60697,1,1,0,54,0,72
DS571196,62770,62820,2,2,0,3,0,44
DS571196,73234,73276,2,2,0,30,0,70
DS571196,73900,73974,2,2,0,24,0,75
DS571197,7217,7252,0,0,0,3,0,52
DS571197,9708,9753,1,1,0,1,0,46
DS571197,10145,10210,2,2,0,1,0,24
DS571197,16992,17041,2,2,0,1,0,65
DS571197,18787,18819,2,2,0,1,0,31
DS571197,25569,25626,1,1,0,3,0,60
DS571197,26704,26749,2,2,0,2,0,38
DS571197,40841,40926,1,1,0,1,0,28
DS571197,40841,41041,1,1,0,1,0,66
DS571197,42349,42436,2,2,0,1,0,67
DS571197,44776,44829,2,2,0,37,0,66
DS571197,44779,44829,2,2,0,48,0,74
DS571197,44967,45107,2,2,0,181,0,75
DS571197,50845,50899,1,1,0,38,0,72
DS571197,53338,53483,2,2,0,416,0,75
DS571197,53433,53483,2,2,0,2,0,75
DS571197,57877,57988,1,1,0,2,0,32
DS571197,57998,58234,2,2,0,1,0,24
DS571197,58094,58114,1,5,0,1,0,34
DS571197,58258,58978,2,2,0,1,0,61
DS571197,58625,59014,2,2,0,1,0,17
DS571197,58780,58938,1,1,0,3,0,30
DS571197,58814,58897,1,1,0,2,0,72
DS571197,59135,59182,2,2,0,1,0,69
DS571197,59135,59386,2,2,0,1,0,12
DS571197,59936,60020,1,5,0,3,0,74
DS571197,60311,60333,0,0,0,3,0,50
DS571197,64941,64996,2,2,0,3,0,42
DS571197,65255,65386,2,2,0,182,0,75
DS571198,5258,5287,2,2,0,1,0,57
DS571198,8822,8870,2,2,0,12,0,73
DS571198,9425,9467,1,1,0,35,0,48
DS571198,9819,9873,1,1,0,29,0,73
DS571198,11132,11189,2,2,0,113,0,75
DS571198,11354,11401,2,2,0,97,0,75
DS571198,12419,12474,2,2,0,28,0,75
DS571198,16365,16423,1,1,0,1,0,30
DS571198,17828,17976,2,2,0,3,0,70
DS571198,20200,20251,1,1,0,1,0,42
DS571198,23380,23443,2,2,0,22,0,74
DS571198,27847,27893,1,1,0,6,0,42
DS571198,30048,30118,1,1,0,2,0,17
DS571198,40569,40621,1,1,0,9,0,71
DS571198,51251,51299,2,2,0,5,0,46
DS571198,64481,64526,1,1,0,3,0,62
DS571198,69748,69814,2,2,0,2,0,15
DS571198,71120,71173,1,1,0,72,0,74
DS571198,71604,71655,1,1,0,2,0,40
DS571198,72902,72972,2,2,0,4,0,46
DS571199,6669,6719,1,1,0,1,0,30
DS571199,6669,6732,1,1,0,5,0,74
DS571199,10306,10344,1,1,0,2,0,36
DS571199,11203,11458,1,1,0,1,0,66
DS571199,15867,15917,1,1,0,54,0,68
DS571199,21264,21350,1,1,0,5,0,62
DS571199,23625,23676,1,1,0,59,0,73
DS571199,33406,33477,2,2,0,2,0,73
DS571199,37460,37603,2,2,0,1,0,24
DS571199,42518,42582,1,1,0,94,0,75
DS571199,42727,42909,1,1,0,54,0,72
DS571199,48021,48072,1,1,0,11,0,68
DS571199,48729,48832,1,1,0,2,0,46
DS571199,48729,48892,1,1,0,18,0,72
DS571199,60063,60112,1,1,0,27,0,74
DS571199,60247,60295,1,1,0,2,0,66
DS571199,64722,64773,1,1,0,50,0,71
DS571200,5903,5952,2,2,0,2,0,43
DS571200,17165,17376,2,2,0,1,0,47
DS571200,17454,17541,2,2,0,1,0,26
DS571200,30613,30667,2,2,0,13,0,72
DS571200,31110,31270,1,1,0,1,0,63
DS571200,31110,31296,1,1,0,471,0,75
DS571200,32171,32503,2,2,0,1,0,63
DS571200,40199,40251,1,1,0,10,0,67
DS571200,46370,46454,2,2,0,1,0,12
DS571200,46405,46454,2,2,0,225,0,74
DS571200,46405,46460,2,2,0,4,0,51
DS571200,47836,47899,1,1,0,56,0,75
DS571200,48833,48860,2,2,0,1,0,47
DS571200,48854,48934,1,1,0,1,0,68
DS571200,48866,48893,2,2,0,2,0,58
DS571200,48881,48934,1,1,0,2,0,61
DS571200,48887,48914,2,2,0,2,0,48
DS571200,48908,48934,1,1,0,36,0,64
DS571200,48920,48967,2,2,0,3,0,63
DS571200,51852,51921,2,2,0,1,0,70
DS571200,51865,51921,2,2,0,2,0,74
DS571200,51871,51921,2,2,0,558,0,75
DS571200,54538,54598,1,1,0,12,0,74
DS571200,54823,54875,1,1,0,1,0,66
DS571200,62024,62072,1,1,0,9,0,59
DS571200,64678,64737,2,2,0,1,0,34
DS571201,8099,8171,2,2,0,3,0,66
DS571201,19049,19107,1,1,0,6,0,64
DS571201,19214,19274,1,1,0,6,0,66
DS571201,24901,24962,2,2,0,108,0,74
DS571201,24918,24962,2,2,0,1,0,71
DS571201,32102,32156,2,2,0,2,0,58
DS571201,43980,44030,2,2,0,1,0,31
DS571201,46130,46219,0,0,0,3,0,41
DS571201,48052,48126,2,4,0,1,0,67
DS571201,61571,61714,2,2,0,2,0,69
DS571201,61630,61714,2,2,0,30,0,74
DS571201,61941,62053,2,2,0,18,0,58
DS571201,62749,62971,1,1,0,38,0,73
DS571201,64157,64234,2,2,0,36,0,73
DS571201,64519,64604,2,2,0,53,0,74
DS571201,67911,67972,1,1,0,2,0,32
DS571201,67911,67977,1,1,0,245,0,75
DS571201,68231,68284,1,1,0,167,0,74
DS571201,69622,69686,1,1,0,14,0,72
DS571201,69954,70004,1,1,0,4,0,71
DS571201,70551,70604,1,1,0,9,0,71
DS571201,71183,71234,2,2,0,40,0,73
DS571202,14035,14080,1,1,0,97,0,73
DS571202,14035,14090,1,1,0,1,0,59
DS571202,14035,14094,1,1,0,1,0,53
DS571202,14322,14371,1,1,0,71,0,71
DS571202,14657,14708,1,1,0,2,0,62
DS571202,14657,14724,1,1,0,65,0,74
DS571202,20909,20963,1,1,0,78,0,74
DS571202,23717,23769,2,2,0,1,0,27
DS571202,30854,30913,2,2,0,1,0,27
DS571202,30861,30913,2,2,0,836,0,74
DS571202,30874,30927,1,1,0,2,0,68
DS571202,35424,35469,2,2,0,2,0,74
DS571202,36139,36223,1,1,0,6,0,57
DS571202,58964,59017,1,1,0,97,0,74
DS571202,62788,62866,1,1,0,1,0,55
DS571202,62788,62899,1,1,0,7,0,51
DS571202,62844,62899,1,1,0,1,0,51
DS571202,63611,63649,1,1,0,2,0,66
DS571202,63611,63673,1,1,0,196,0,70
DS571203,5521,5580,2,2,0,16,0,72
DS571203,5740,5786,2,2,0,11,0,67
DS571203,6252,6297,1,1,0,9,0,74
DS571203,8550,8602,2,2,0,51,0,72
DS571203,9865,9981,1,1,0,1,0,60
DS571203,11682,11760,2,2,0,20,0,75
DS571203,16128,16182,1,1,0,2,0,53
DS571203,16128,16203,1,1,0,1,0,29
DS571203,16128,16211,1,1,0,4,0,73
DS571203,18709,18768,1,1,0,2,0,71
DS571203,30451,30514,2,2,0,9,0,75
DS571203,30870,30922,2,2,0,24,0,73
DS571203,31349,31407,2,2,0,20,0,75
DS571203,33216,33269,2,2,0,30,0,73
DS571203,33503,33578,2,2,0,47,0,75
DS571203,33711,33782,2,2,0,33,0,72
DS571203,39839,39947,0,0,0,3,0,48
DS571203,49089,49137,2,2,0,4,0,68
DS571203,49268,49319,1,1,0,1,0,36
DS571203,54808,54907,2,2,0,1,0,44
DS571203,54829,54907,2,2,0,2,0,30
DS571203,55597,55644,2,2,0,79,0,74
DS571203,56368,56426,1,1,0,2,0,41
DS571203,56970,57018,1,1,0,22,0,73
DS571204,7511,7557,2,2,0,4,0,72
DS571204,7743,7818,2,2,0,1,0,38
DS571204,8157,8222,1,1,0,5,0,13
DS571204,8801,8845,2,2,0,78,0,75
DS571204,9446,9499,2,2,0,31,0,70
DS571204,10063,10118,1,1,0,90,0,72
DS571204,16806,16857,1,1,0,1,0,58
DS571204,16806,16872,1,1,0,39,0,75
DS571204,16806,16906,1,1,0,1,0,12
DS571204,20761,20805,2,2,0,123,0,75
DS571204,21073,21123,1,1,0,1,0,14
DS571204,21209,21257,1,1,0,39,0,73
DS571204,21375,21421,1,1,0,138,0,73
DS571204,21375,21435,1,1,0,1,0,23
DS571204,27976,28040,1,1,0,2,0,65
DS571204,30169,30238,1,1,0,8,0,23
DS571204,30495,30548,1,1,0,1,0,13
DS571204,30969,31042,1,1,0,15,0,70
DS571204,32075,32135,1,1,0,11,0,73
DS571204,35652,35737,2,2,0,2,0,58
DS571204,37096,37151,2,2,0,10,0,66
DS571204,46317,46366,2,2,0,72,0,75
DS571204,46317,46369,2,2,0,1,0,56
DS571204,46452,46505,2,2,0,1,0,29
DS571204,47048,47096,2,2,0,6,0,59
DS571204,47427,47483,2,2,0,4,0,39
DS571204,48293,48348,2,2,0,30,0,71
DS571204,49089,49148,2,2,0,10,0,61
DS571204,54131,54183,1,1,0,1,0,41
DS571205,5018,5037,2,2,0,1,0,53
DS571205,12862,12897,1,1,0,1,0,19
DS571205,17922,17970,1,1,0,302,0,74
DS571205,17922,17974,1,1,0,1,0,20
DS571205,17922,17987,1,1,0,5,0,54
DS571205,31066,31228,2,2,0,1,0,72
DS571205,31101,31228,2,2,0,1,0,42
DS571205,31315,31430,2,2,0,1,0,22
DS571205,33361,33409,2,2,0,28,0,66
DS571205,33570,33622,2,2,0,40,0,73
DS571205,37952,38053,2,2,0,2,0,64
DS571205,42887,42979,2,2,0,2,0,34
DS571205,54121,54232,2,2,0,2,0,73
DS571205,57052,57124,2,2,0,12,0,73
DS571206,10081,10138,1,1,0,17,0,72
DS571206,10334,10391,1,1,0,4,0,47
DS571206,10782,10833,1,1,0,17,0,72
DS571206,14567,14618,1,1,0,1,0,53
DS571206,14599,14618,1,1,0,1,0,67
DS571206,14599,14638,1,1,0,1,0,30
DS571206,17569,17624,1,1,0,12,0,74
DS571206,19883,19991,2,2,0,1,0,46
DS571206,19913,19991,2,2,0,1,0,29
DS571206,19946,19991,2,2,0,182,0,73
DS571206,20230,20296,2,2,0,27,0,48
DS571206,26831,26985,1,1,0,1,0,57
DS571206,27286,27344,1,1,0,132,0,74
DS571206,27286,27348,1,1,0,7,0,72
DS571206,27836,27891,1,1,0,120,0,74
DS571206,29456,29927,2,2,0,1,0,73
DS571206,32984,33046,1,1,0,21,0,60
DS571206,34019,34079,2,2,0,3,0,42
DS571206,34289,34335,2,2,0,2,0,60
DS571206,34402,34451,2,2,0,2,0,67
DS571206,51188,51246,2,2,0,12,0,69
DS571206,54553,54625,1,1,0,1,0,57
DS571206,55381,55435,1,1,0,1,0,74
DS571206,57349,57394,2,2,0,17,0,73
DS571206,57972,58029,2,2,0,37,0,74
DS571206,62694,62750,1,1,0,25,0,71
DS571207,12189,12234,2,2,0,244,0,54
DS571207,12283,12330,2,2,0,299,0,48
DS571207,13241,13293,2,2,0,60,0,73
DS571207,13667,13733,2,2,0,1,0,65
DS571207,13685,13733,2,2,0,1,0,27
DS571207,23493,23542,1,1,0,8,0,62
DS571207,23493,23582,1,1,0,2,0,68
DS571207,25332,25389,1,1,0,12,0,71
