scaffold_number	intron_start	intron_end	toc_rep1_reads(u)	toc_rep1_reads(m)	toc_rep2_reads(u)	toc_rep2_reads(m)
DS571167	9802	9962	2	0	1	0
DS571167	19695	19750	3	0	6	0
DS571167	27679	27753	4	0	8	0
DS571167	27986	28035	1	0	3	0
DS571167	39722	39774	25	0	21	0
DS571167	41357	41414	35	0	31	0
DS571167	41752	41803	23	0	28	0
DS571167	42536	42685	8	0	16	0
DS571167	46656	46709	17	0	16	0
DS571167	47661	47722	11	0	1	0
DS571167	48164	48219	3	0	2	0
DS571167	48294	48341	3	0	2	0
DS571167	54966	55027	153	0	152	0
DS571167	56457	56503	120	0	137	0
DS571167	57705	57737	2	0	3	0
DS571167	60658	60713	142	0	170	0
DS571167	61422	61474	29	0	30	0
DS571167	70795	70837	86	0	105	0
DS571167	92706	92759	79	0	66	0
DS571167	93221	93278	41	0	69	0
DS571167	93534	93589	23	0	18	0
DS571167	93625	93691	11	0	4	0
DS571167	107016	107069	55	0	53	0
DS571168	21918	21964	27	0	24	0
DS571168	22289	22335	6	0	5	0
DS571168	39227	39306	4	0	2	0
DS571168	47173	47277	108	0	167	0
DS571168	47329	47376	111	0	162	0
DS571168	65869	65922	3	0	6	0
DS571168	76079	76125	6	0	6	0
DS571168	91611	91671	8	0	6	0
DS571168	92585	92833	3	0	3	0
DS571168	92585	92870	3	0	6	0
DS571168	92585	92888	15	0	27	0
DS571168	92600	92833	844	0	969	0
DS571168	93881	93936	74	0	51	0
DS571168	101750	101800	40	0	72	0
DS571168	115117	115205	2	0	5	0
DS571169	13831	13884	77	0	75	0
DS571169	17194	17327	14	0	8	0
DS571169	50283	50327	78	0	96	0
DS571169	64403	64446	18	0	11	0
DS571169	72521	72583	78	0	94	0
DS571169	77054	77114	53	0	77	0
DS571169	77200	77254	70	0	99	0
DS571169	77347	77392	64	0	84	0
DS571169	83558	83614	136	0	201	0
DS571169	83572	83614	6	0	4	0
DS571169	94122	94178	13	0	3	0
DS571169	94551	94601	5	0	6	0
DS571169	106607	106675	7	0	7	0
DS571170	15974	16303	1	0	2	0
DS571170	16196	16291	4	0	7	0
DS571170	16210	16291	1	0	1	0
DS571170	22091	22144	19	0	13	0
DS571170	44410	44456	50	0	62	0
DS571170	44676	44727	55	0	64	0
DS571170	46808	46857	32	0	24	0
DS571170	48113	48158	15	0	26	0
DS571170	56851	56908	209	0	241	0
DS571170	67613	67736	76	0	114	0
DS571170	71006	71064	42	0	21	0
DS571170	80013	80074	10	0	8	0
DS571170	80289	80334	17	0	25	0
DS571170	80504	80553	11	0	12	0
DS571170	85524	85567	163	0	215	0
DS571170	85606	85665	2	0	2	0
DS571170	85865	85919	47	0	48	0
DS571170	87059	87115	27	0	24	0
DS571170	88412	88457	29	0	52	0
DS571170	92016	92107	57	0	45	0
DS571170	93142	93197	6	0	5	0
DS571170	93320	93381	15	0	10	0
DS571170	93434	93482	18	0	13	0
DS571170	93758	93808	14	0	18	0
DS571170	98413	98468	29	0	23	0
DS571170	98413	98471	3	0	1	0
DS571170	98811	98859	8	0	4	0
DS571170	101765	101823	50	0	63	0
DS571171	502	561	5	0	1	0
DS571171	4302	4348	15	0	15	0
DS571171	14326	14391	419	0	434	0
DS571171	51410	51467	16	0	10	0
DS571171	53187	53235	4	0	6	0
DS571171	80380	80431	1	0	1	0
DS571172	6067	6124	17	0	19	0
DS571172	7833	7889	38	0	42	0
DS571172	9440	9595	1	0	1	0
DS571172	9479	9595	1	0	1	0
DS571172	19703	19829	6	0	3	0
DS571172	19768	19829	4	0	4	0
DS571172	19979	20025	9	0	10	0
DS571172	31961	32015	12	0	25	0
DS571172	46442	46498	69	0	93	0
DS571172	46659	46783	56	0	52	0
DS571172	52190	52233	25	0	20	0
DS571172	53398	53460	23	0	7	0
DS571172	53579	53634	17	0	12	0
DS571172	72923	72980	3	0	4	0
DS571172	78194	78242	23	0	21	0
DS571172	78352	78404	22	0	22	0
DS571172	78782	78837	40	0	44	0
DS571172	79373	79455	58	0	68	0
DS571172	79791	79964	2	0	3	0
DS571172	79798	79964	62	0	101	0
DS571173	7899	7947	19	0	21	0
DS571173	9917	9979	63	0	66	0
DS571173	10024	10121	60	0	60	0
DS571173	13923	13997	76	0	95	0
DS571173	17354	17409	52	0	65	0
DS571173	20361	20657	29	0	43	0
DS571173	32716	32775	1	0	4	0
DS571173	39867	39915	6	0	5	0
DS571173	40035	40095	6	0	6	0
DS571173	40552	40607	19	0	24	0
DS571173	41885	41934	6	0	7	0
DS571173	41889	41939	2	0	1	0
DS571173	42167	42241	16	0	24	0
DS571173	44591	44643	38	0	38	0
DS571173	46781	46843	2	0	2	0
DS571173	60576	60678	4	0	3	0
DS571173	61166	61339	848	0	1058	0
DS571173	71163	71210	95	0	98	0
DS571173	81267	81321	3	0	3	0
DS571173	83268	83317	23	0	9	0
DS571173	84087	84145	33	0	27	0
DS571173	85720	85769	31	0	40	0
DS571173	92539	92594	12	0	13	0
DS571173	95008	95067	3	0	2	0
DS571173	95263	95331	3	0	3	0
DS571173	95500	95557	2	0	1	0
DS571173	98833	98888	8	0	12	0
DS571174	7995	8047	19	0	15	0
DS571174	9196	9239	18	0	22	0
DS571174	21249	21314	9	0	21	0
DS571174	23711	23766	28	0	23	0
DS571174	26296	26448	22	0	21	0
DS571174	31941	31998	349	0	386	0
DS571174	32096	32149	333	0	341	0
DS571174	34048	34095	6	0	4	0
DS571174	35893	36009	3	0	7	0
DS571174	41049	41110	1	0	1	0
DS571174	41064	41110	46	0	39	0
DS571174	41426	41486	16	0	25	0
DS571174	41426	41504	2	0	1	0
DS571174	48334	48385	64	0	78	0
DS571174	50766	50818	3	0	3	0
DS571174	50947	50999	7	0	8	0
DS571174	51363	51403	5	0	12	0
DS571174	56648	56696	48	0	50	0
DS571174	56648	56699	2	0	2	0
DS571174	57045	57143	39	0	28	0
DS571174	60508	60568	1	0	2	0
DS571174	68657	68813	2	0	2	0
DS571174	73536	73594	29	0	30	0
DS571174	88002	88067	3	0	3	0
DS571174	93951	94061	23	0	22	0
DS571175	5944	5999	14	0	7	0
DS571175	6563	6616	11	0	8	0
DS571175	6900	6943	6	0	6	0
DS571175	7081	7158	20	0	32	0
DS571175	7354	7397	19	0	26	0
DS571175	13295	13343	225	0	309	0
DS571175	14216	14269	4	0	3	0
DS571175	14588	14634	1	0	4	0
DS571175	23556	23598	2	0	1	0
DS571175	27913	27990	174	0	181	0
DS571175	41874	41929	29	0	40	0
DS571175	42062	42143	12	0	32	0
DS571175	42209	42259	17	0	33	0
DS571175	43697	43753	49	0	58	0
DS571175	48352	48404	142	0	188	0
DS571175	49646	49697	41	0	69	0
DS571175	50455	50504	447	0	666	0
DS571175	58606	58651	44	0	54	0
DS571175	62155	62220	78	0	75	0
DS571175	62492	62554	19	0	28	0
DS571175	62700	62745	3	0	2	0
DS571175	63170	63289	1	0	2	0
DS571175	67405	67564	52	0	62	0
DS571175	70481	70539	1	0	1	0
DS571175	70771	70823	985	0	1232	0
DS571175	72333	72376	63	0	71	0
DS571175	75211	75257	38	0	47	0
DS571175	75519	75574	1	0	3	0
DS571175	75528	75574	47	0	71	0
DS571175	78071	78137	4	0	6	0
DS571175	84154	84197	121	0	119	0
DS571175	91386	91440	93	0	127	0
DS571175	91736	91811	2	0	1	0
DS571175	91761	91811	149	0	181	0
DS571176	15895	15951	23	0	17	0
DS571176	36055	36121	2	0	3	0
DS571176	40434	40490	182	0	211	0
DS571176	40587	40633	2	0	3	0
DS571176	40587	40637	138	0	172	0
DS571176	53338	53391	16	0	18	0
DS571176	53493	53543	47	0	68	0
DS571176	57259	57315	1	0	1	0
DS571176	57262	57315	15	0	20	0
DS571176	57902	57958	106	0	131	0
DS571177	10498	10650	1	0	1	0
DS571177	19886	19940	5	0	3	0
DS571177	36254	36302	19	0	4	0
DS571177	36488	36542	11	0	3	0
DS571177	38151	38240	1	0	2	0
DS571177	58458	58531	4	0	7	0
DS571177	64865	64924	1	0	1	0
DS571177	64865	64938	54	0	54	0
DS571177	65063	65112	39	0	54	0
DS571177	67004	67056	39	0	21	0
DS571177	74883	74943	3	0	3	0
DS571177	81941	82025	1	0	3	0
DS571177	82084	82133	4	0	3	0
DS571177	85100	85157	20	0	21	0
DS571177	86533	86580	32	0	52	0
DS571178	8736	8787	59	0	59	0
DS571178	9431	9484	84	0	116	0
DS571178	11507	11530	7	0	15	0
DS571178	11531	11563	6	0	3	0
DS571178	12067	12138	16	0	19	0
DS571178	15692	15736	39	0	69	0
DS571178	18400	18496	4	0	3	0
DS571178	27574	27630	44	0	71	0
DS571178	35854	35906	472	0	748	0
DS571178	39023	39071	40	0	52	0
DS571178	39194	39237	62	0	72	0
DS571178	41729	41815	82	0	82	0
DS571178	43158	43204	6	0	11	0
DS571178	43963	44019	22	0	17	0
DS571178	56020	56064	32	0	67	0
DS571178	58853	58897	33	0	29	0
DS571178	59632	59710	19	0	25	0
DS571178	63312	63357	18	0	9	0
DS571178	66988	67037	130	0	138	0
DS571178	67924	67993	2	0	2	0
DS571178	67961	68086	48	0	64	0
DS571178	74264	74317	70	0	68	0
DS571178	74264	74357	3	0	1	0
DS571178	74269	74321	2	0	3	0
DS571178	88354	88555	524	0	563	0
DS571178	88507	88555	1	0	3	0
DS571178	88913	88982	14	0	7	0
DS571178	89331	89389	7	0	12	0
DS571178	91326	91405	224	0	282	0
DS571179	8638	8692	107	0	122	0
DS571179	8933	8997	110	0	127	0
DS571179	9286	9350	113	0	118	0
DS571179	21773	21818	11	0	14	0
DS571179	26271	26362	188	0	267	0
DS571179	59204	59253	21	0	14	0
DS571179	59643	59693	7	0	11	0
DS571179	71144	71249	146	0	256	0
DS571179	71343	71425	152	0	263	0
DS571179	80059	80098	2	0	2	0
DS571179	80059	80118	2	0	1	0
DS571179	80079	80098	63	0	30	0
DS571179	80079	80118	2	0	1	0
DS571179	88512	88572	3	0	2	0
DS571180	14097	14150	31	0	33	0
DS571180	14130	14196	1	0	2	0
DS571180	15062	15116	69	0	68	0
DS571180	20443	20497	23	0	15	0
DS571180	50434	50482	20	0	11	0
DS571180	50946	51002	83	0	150	0
DS571180	77427	77474	1	0	1	0
DS571180	91656	91760	314	0	376	0
DS571181	10110	10161	5	0	3	0
DS571181	10658	10712	70	0	130	0
DS571181	11925	11982	4	0	2	0
DS571181	32605	32662	2132	0	1984	0
DS571181	37789	37884	79	0	95	0
DS571181	75619	75663	455	0	480	0
DS571181	75804	75867	265	0	248	0
DS571182	5312	5331	1	0	3	0
DS571182	24295	24340	11	0	13	0
DS571182	28006	28071	6	0	8	0
DS571182	37821	37866	33	0	12	0
DS571182	45067	45124	10	0	16	0
DS571182	45242	45315	19	0	26	0
DS571182	45452	45522	31	0	29	0
DS571182	47665	47713	32	0	42	0
DS571182	60099	60151	20	0	15	0
DS571182	60318	60382	25	0	15	0
DS571182	68370	68448	33	0	42	0
DS571182	70741	70792	85	0	88	0
DS571182	71774	71827	53	0	37	0
DS571182	73431	73474	70	0	79	0
DS571182	73635	73690	102	0	123	0
DS571182	75290	75348	170	0	215	0
DS571183	3545	3588	3	0	5	0
DS571183	9163	9210	28	0	32	0
DS571183	9429	9480	28	0	30	0
DS571183	19543	19602	32	0	49	0
DS571183	22329	22390	37	0	45	0
DS571183	23012	23065	244	0	325	0
DS571183	27903	27976	372	0	435	0
DS571183	31860	31909	46	0	54	0
DS571183	34490	34563	7	0	2	0
DS571183	39347	39407	64	0	88	0
DS571183	60680	60738	2	0	2	0
DS571183	77463	77618	1	0	1	0
DS571183	85463	85534	5	0	2	0
DS571184	4198	4218	1	0	1	0
DS571184	5210	5287	21	0	27	0
DS571184	6082	6134	29	0	26	0
DS571184	11857	11909	1	0	1	0
DS571184	11865	11909	114	0	166	0
DS571184	13906	13976	15	0	28	0
DS571184	16424	16469	12	0	16	0
DS571184	16737	16783	39	0	47	0
DS571184	17271	17361	1	0	3	0
DS571184	17271	17375	198	0	268	0
DS571184	20825	20890	11	0	12	0
DS571184	22253	22301	22	0	31	0
DS571184	47859	47917	6	0	6	0
DS571184	48894	48999	54	0	53	0
DS571184	75660	75715	98	0	88	0
DS571184	78573	78629	81	0	98	0
DS571184	78766	78821	108	0	142	0
DS571184	79398	79450	28	0	25	0
DS571184	86670	86725	1606	0	1748	0
DS571185	25902	25954	5	0	5	0
DS571185	60504	60548	32	0	66	0
DS571185	72263	72321	39	0	21	0
DS571186	1658	1716	662	0	835	0
DS571186	2936	2985	231	0	265	0
DS571186	4458	4513	28	0	35	0
DS571186	8440	8489	7	0	1	0
DS571186	26089	26145	62	0	71	0
DS571186	32334	32408	27	0	42	0
DS571186	34253	34306	20	0	16	0
DS571186	45390	45445	28	0	26	0
DS571186	48150	48214	1	0	2	0
DS571186	48159	48214	7	0	13	0
DS571186	51066	51109	11	0	12	0
DS571186	52203	52248	47	0	79	0
DS571186	55885	55941	55	0	54	0
DS571186	56034	56090	64	0	40	0
DS571187	19020	19073	1	0	1	0
DS571187	26312	26367	49	0	42	0
DS571187	33393	33442	4	0	2	0
DS571187	39095	39153	12	0	19	0
DS571187	44050	44113	4	0	2	0
DS571187	46993	47042	20	0	29	0
DS571187	50152	50200	28	0	38	0
DS571187	50347	50421	45	0	38	0
DS571187	59691	59798	178	0	168	0
DS571187	61207	61274	114	0	115	0
DS571187	71319	71381	11	0	7	0
DS571187	71406	71469	8	0	7	0
DS571187	72257	72306	216	0	258	0
DS571187	72796	72869	67	0	62	0
DS571187	77550	77593	11	0	28	0
DS571187	78913	78962	156	0	179	0
DS571187	79232	79280	1	0	1	0
DS571187	79234	79280	138	0	130	0
DS571187	87045	87095	238	0	240	0
DS571188	15264	15310	40	0	39	0
DS571188	15689	15751	32	0	27	0
DS571188	21916	21972	39	0	52	0
DS571188	24652	24724	1	0	5	0
DS571188	38136	38181	30	0	28	0
DS571188	43582	43629	18	0	12	0
DS571188	45291	45409	1	0	2	0
DS571188	58036	58138	1236	0	1494	0
DS571188	58093	58138	1	0	1	0
DS571189	25414	25460	196	0	268	0
DS571189	25546	25610	206	0	249	0
DS571189	25904	25948	420	0	467	0
DS571189	26057	26110	523	0	667	0
DS571189	34055	34116	584	0	711	0
DS571189	34809	34864	41	0	55	0
DS571189	34809	34866	2	0	1	0
DS571189	35666	35717	807	0	941	0
DS571189	46545	46596	1	0	1	0
DS571189	53083	53156	5	0	1	0
DS571189	53911	53967	8	0	1	0
DS571189	53982	54295	1	0	1	0
DS571189	54231	54295	2	0	2	0
DS571189	63568	63618	88	0	114	0
DS571189	73329	73378	11	0	10	0
DS571190	1731	1801	27	0	31	0
DS571190	1935	1988	20	0	19	0
DS571190	2421	2470	80	0	105	0
DS571190	7716	7774	455	0	527	0
DS571190	9025	9080	456	0	478	0
DS571190	14674	14730	7	0	3	0
DS571190	19859	19911	65	0	80	0
DS571190	32050	32172	1	0	1	0
DS571190	33439	33491	12	0	12	0
DS571190	39546	39600	364	0	427	0
DS571190	40795	40849	22	0	28	0
DS571190	41524	41582	23	0	22	0
DS571190	60504	60553	4	0	2	0
DS571190	61521	61576	33	0	21	0
DS571190	66498	66543	28	0	32	0
DS571190	66726	66809	113	0	98	0
DS571190	67955	67981	1	0	1	0
DS571190	69441	69489	9	0	11	0
DS571190	69569	69619	14	0	35	0
DS571190	69766	69825	14	0	23	0
DS571190	77956	78005	2	0	8	0
DS571190	81318	81371	9	0	14	0
DS571190	81468	81524	3	0	3	0
DS571191	8007	8082	135	0	250	0
DS571191	16234	16286	427	0	547	0
DS571191	16898	16987	540	0	685	0
DS571191	17535	17596	7	0	13	0
DS571191	19737	19781	55	0	31	0
DS571191	21746	21958	3	0	10	0
DS571191	22635	22692	82	0	125	0
DS571191	22794	22842	65	0	68	0
DS571191	34143	34197	14	0	4	0
DS571191	37596	37649	68	0	55	0
DS571191	39132	39179	73	0	110	0
DS571191	39942	39988	129	0	151	0
DS571191	40850	40941	191	0	230	0
DS571191	42028	42084	1	0	2	0
DS571191	43631	43679	22	0	11	0
DS571191	43776	43828	19	0	9	0
DS571191	45310	45361	53	0	46	0
DS571191	49147	49232	70	0	104	0
DS571191	54340	54395	21	0	27	0
DS571191	56389	56436	3	0	3	0
DS571191	69748	69816	2	0	1	0
DS571191	70619	70700	8	0	11	0
DS571191	74141	74194	3	0	2	0
DS571192	6623	6678	12	0	9	0
DS571192	8294	8376	260	0	304	0
DS571192	10488	10534	12	0	12	0
DS571192	59455	59506	476	0	628	0
DS571192	59455	59508	2	0	4	0
DS571192	59813	59878	1	0	2	0
DS571192	59926	59973	9	0	9	0
DS571192	59926	60061	262	0	290	0
DS571192	60326	60398	2	0	2	0
DS571192	64855	64907	287	0	339	0
DS571192	72027	72095	64	0	88	0
DS571193	23313	23359	82	0	118	0
DS571193	23741	23788	87	0	97	0
DS571193	36266	36319	25	0	42	0
DS571193	39592	39646	27	0	39	0
DS571193	47319	47372	1	0	6	0
DS571193	63665	63717	3	0	2	0
DS571193	67586	67640	10	0	25	0
DS571194	3919	4003	25	0	26	0
DS571194	4176	4228	5	0	4	0
DS571194	7812	7890	89	0	74	0
DS571194	35750	35803	63	0	68	0
DS571194	36741	36784	482	0	532	0
DS571194	36741	36788	3	0	3	0
DS571194	56114	56167	2	0	14	0
DS571194	61998	62046	3	0	2	0
DS571194	63550	63605	1	0	1	0
DS571194	63919	64048	7	0	16	0
DS571194	69784	69845	7	0	12	0
DS571195	10026	10083	3	0	8	0
DS571195	14005	14091	118	0	110	0
DS571195	14688	14743	35	0	43	0
DS571195	16571	16625	165	0	186	0
DS571195	26386	26430	64	0	66	0
DS571195	28282	28345	17	0	10	0
DS571195	29045	29133	305	0	404	0
DS571195	46756	46841	61	0	67	0
DS571195	46930	47019	9	0	13	0
DS571195	46942	47019	5	0	2	0
DS571195	50919	51004	188	0	253	0
DS571195	51088	51173	284	0	432	0
DS571195	51276	51329	292	0	420	0
DS571195	51390	51445	159	0	203	0
DS571195	60000	60057	227	0	263	0
DS571195	60216	60278	188	0	189	0
DS571196	26426	26472	1	0	4	0
DS571196	33031	33082	2	0	1	0
DS571196	39067	39134	5	0	5	0
DS571196	43155	43206	44	0	62	0
DS571196	48420	48481	2	0	2	0
DS571196	48844	48893	2	0	2	0
DS571196	58551	58601	693	0	793	0
DS571196	60651	60697	115	0	137	0
DS571196	62770	62820	4	0	2	0
DS571196	73234	73276	10	0	22	0
DS571196	73900	73974	23	0	26	0
DS571197	9708	9753	1	0	1	0
DS571197	25569	25626	3	0	1	0
DS571197	26704	26749	6	0	4	0
DS571197	44776	44829	12	0	15	0
DS571197	44779	44829	29	0	57	0
DS571197	44967	45107	94	0	146	0
DS571197	50845	50899	34	0	34	0
DS571197	53338	53483	650	0	708	0
DS571197	53433	53483	2	0	1	0
DS571197	58780	58938	5	0	5	0
DS571197	58814	58897	1	0	2	0
DS571197	65255	65386	189	0	228	0
DS571198	8822	8870	19	0	17	0
DS571198	9425	9467	100	0	114	0
DS571198	9819	9873	66	0	69	0
DS571198	11132	11189	25	0	23	0
DS571198	11354	11401	23	0	22	0
DS571198	12419	12474	14	0	9	0
DS571198	16112	16223	1	0	1	0
DS571198	16365	16423	10	0	2	0
DS571198	17828	17976	1	0	2	0
DS571198	23380	23443	45	0	62	0
DS571198	27847	27893	3	0	1	0
DS571198	40569	40621	16	0	8	0
DS571198	51251	51299	3	0	4	0
DS571198	64481	64526	3	0	1	0
DS571198	71120	71173	97	0	71	0
DS571198	72902	72972	28	0	12	0
DS571199	6669	6732	8	0	7	0
DS571199	15592	15653	1	0	1	0
DS571199	15867	15917	83	0	83	0
DS571199	21264	21350	11	0	8	0
DS571199	23625	23676	65	0	53	0
DS571199	33406	33477	1	0	1	0
DS571199	42518	42582	56	0	76	0
DS571199	42727	42909	58	0	54	0
DS571199	48021	48072	20	0	13	0
DS571199	48729	48892	14	0	14	0
DS571199	60063	60112	20	0	24	0
DS571199	64722	64773	27	0	37	0
DS571200	30613	30667	6	0	15	0
DS571200	31110	31201	1	0	3	0
DS571200	31110	31261	1	0	2	0
DS571200	31110	31296	789	0	1058	0
DS571200	40199	40251	8	0	11	0
DS571200	46405	46454	269	0	392	0
DS571200	46405	46460	1	0	2	0
DS571200	47836	47899	26	0	34	0
DS571200	48854	48934	1	0	4	0
DS571200	48881	48934	6	0	5	0
DS571200	48908	48934	30	0	49	0
DS571200	48920	48967	1	0	1	0
DS571200	51871	51921	448	0	617	0
DS571200	54538	54598	26	0	28	0
DS571200	62024	62072	10	0	2	0
DS571200	64678	64737	1	0	2	0
DS571201	19049	19107	13	0	5	0
DS571201	19214	19274	10	0	8	0
DS571201	24901	24962	51	0	61	0
DS571201	45829	45890	1	0	1	0
DS571201	60355	60432	4	0	1	0
DS571201	61630	61714	27	0	24	0
DS571201	61941	62053	19	0	28	0
DS571201	62749	62971	37	0	41	0
DS571201	64157	64234	9	0	10	0
DS571201	64519	64604	13	0	12	0
DS571201	67911	67972	2	0	1	0
DS571201	67911	67977	217	0	294	0
DS571201	68231	68284	143	0	169	0
DS571201	69622	69686	35	0	28	0
DS571201	69954	70004	6	0	6	0
DS571201	70551	70604	21	0	19	0
DS571201	71180	71234	1	0	2	0
DS571201	71183	71234	150	0	196	0
DS571202	14035	14080	201	0	214	0
DS571202	14322	14371	126	0	129	0
DS571202	14657	14724	125	0	102	0
DS571202	20909	20963	45	0	62	0
DS571202	30861	30913	1091	0	1146	0
DS571202	35424	35469	3	0	2	0
DS571202	36139	36223	1	0	4	0
DS571202	58964	59017	97	0	131	0
DS571202	62788	62899	5	0	9	0
DS571202	62844	62899	1	0	2	0
DS571202	63611	63673	187	0	172	0
DS571203	5521	5580	37	0	29	0
DS571203	5740	5786	29	0	19	0
DS571203	6252	6297	16	0	28	0
DS571203	8550	8602	67	0	65	0
DS571203	11682	11760	9	0	13	0
DS571203	30451	30514	3	0	7	0
DS571203	30870	30922	38	0	29	0
DS571203	31349	31407	45	0	25	0
DS571203	33216	33269	23	0	22	0
DS571203	33503	33578	29	0	27	0
DS571203	33711	33782	32	0	40	0
DS571203	49089	49137	2	0	2	0
DS571203	55597	55644	72	0	91	0
DS571203	56970	57018	19	0	21	0
DS571204	7511	7557	1	0	2	0
DS571204	7876	7942	2	0	1	0
DS571204	8801	8845	50	0	89	0
DS571204	9446	9499	5	0	7	0
DS571204	10063	10118	116	0	133	0
DS571204	16806	16872	35	0	46	0
DS571204	20761	20805	175	0	201	0
DS571204	21209	21257	34	0	46	0
DS571204	21375	21421	132	0	135	0
DS571204	27976	28040	5	0	3	0
DS571204	30969	31042	13	0	20	0
DS571204	32075	32135	5	0	16	0
DS571204	37096	37151	15	0	9	0
DS571204	46317	46366	125	0	148	0
DS571204	46452	46505	1	0	4	0
DS571204	47048	47096	22	0	21	0
DS571204	47427	47483	4	0	4	0
DS571204	48293	48348	28	0	32	0
DS571204	49089	49148	22	0	19	0
DS571205	17922	17970	208	0	265	0
DS571205	31066	31228	1	0	1	0
DS571205	33361	33409	23	0	29	0
DS571205	33570	33622	33	0	40	0
DS571205	42887	42979	2	0	1	0
DS571205	44525	44572	2	0	7	0
DS571205	57052	57124	13	0	15	0
DS571206	10081	10138	34	0	53	0
DS571206	10334	10391	16	0	19	0
DS571206	10782	10833	41	0	31	0
DS571206	14599	14618	1	0	3	0
DS571206	14599	14638	5	0	1	0
DS571206	17569	17624	11	0	23	0
DS571206	19913	19991	2	0	2	0
DS571206	19946	19991	170	0	226	0
DS571206	20230	20296	24	0	26	0
DS571206	27286	27344	69	0	109	0
DS571206	27836	27891	54	0	61	0
DS571206	32984	33046	56	0	89	0
DS571206	33172	33229	3	0	1	0
DS571206	34019	34079	5	0	1	0
DS571206	51188	51246	12	0	20	0
DS571206	57349	57394	9	0	4	0
DS571206	57972	58029	72	0	41	0
DS571206	62694	62750	36	0	54	0
DS571207	12189	12234	298	0	400	0
DS571207	12283	12330	371	0	489	0
DS571207	13241	13293	36	0	54	0
DS571207	23493	23542	13	0	11	0
DS571207	23493	23582	4	0	7	0
DS571207	25332	25389	19	0	21	0
DS571207	28044	28095	3	0	9	0
DS571207	31887	31936	10	0	9	0
DS571207	32402	32448	11	0	11	0
DS571207	32577	32638	5	0	8	0
DS571207	34458	34614	1	0	2	0
DS571207	36496	36551	133	0	176	0
DS571207	36496	36558	1	0	1	0
DS571207	36906	36958	33	0	28	0
DS571207	37152	37196	39	0	64	0
DS571207	37346	37391	30	0	40	0
DS571207	40729	40783	321	0	492	0
DS571207	46753	46812	100	0	132	0
DS571207	56871	56917	34	0	38	0
DS571207	56871	56919	2	0	1	0
DS571207	60970	61019	5	0	8	0
DS571207	68403	68458	3	0	6	0
DS571208	5398	5453	4	0	9	0
DS571208	5402	5453	85	0	146	0
DS571208	6372	6451	2	0	2	0
DS571208	6884	6935	1	0	1	0
DS571208	7208	7264	19	0	17	0
DS571208	14794	14849	823	0	1020	0
DS571208	34724	34747	6	0	9	0
DS571208	42481	42528	90	0	105	0
DS571208	54128	54185	40	0	63	0
DS571209	22852	22911	816	0	1062	0
DS571209	46763	46821	1	0	1	0
DS571209	47942	48003	1	0	2	0
DS571210	38294	38340	781	0	1037	0
DS571210	38457	38512	505	0	641	0
DS571210	48048	48133	65	0	76	0
DS571210	48280	48366	122	0	146	0
DS571211	519	572	7	0	8	0
DS571211	9806	9883	497	0	448	0
DS571211	16874	16940	26	0	38	0
DS571211	35699	35806	16	0	17	0
DS571211	40691	40749	38	0	51	0
DS571211	51740	51796	92	0	99	0
DS571211	61139	61204	18	0	16	0
DS571213	8124	8196	164	0	181	0
DS571213	13385	13442	111	0	196	0
DS571213	13900	13944	14	0	18	0
DS571213	14737	14798	10	0	27	0
DS571213	19433	19481	129	0	169	0
DS571213	20814	20872	1	0	8	0
DS571213	21439	21502	2	0	5	0
DS571213	29571	29625	14	0	22	0
DS571213	34714	34800	217	0	312	0
DS571213	44442	44501	13	0	14	0
DS571213	44631	44708	4	0	4	0
DS571213	61973	62077	1	0	1	0
DS571214	19573	19639	52	0	44	0
DS571214	19744	19808	60	0	74	0
DS571214	26235	26295	71	0	81	0
DS571214	26354	26445	85	0	116	0
DS571214	26354	26564	1	0	1	0
DS571214	26503	26564	79	0	106	0
DS571214	26519	26564	2	0	2	0
DS571214	27510	27567	5	0	3	0
DS571214	30489	30579	1	0	1	0
DS571214	40421	40547	1	0	2	0
DS571214	41205	41253	31	0	39	0
DS571214	42783	42806	4	0	5	0
DS571214	44316	44339	4	0	4	0
DS571214	44316	44627	1	0	1	0
DS571214	44364	44435	1	0	2	0
DS571214	44436	44459	2	0	4	0
DS571214	44436	44483	2	0	4	0
DS571214	44556	44603	1	0	1	0
DS571215	11299	11351	4	0	3	0
DS571215	12717	12765	174	0	249	0
DS571215	12897	12947	11	0	12	0
DS571215	12904	12947	222	0	318	0
DS571215	13054	13126	4	0	2	0
DS571215	15629	15687	130	0	146	0
DS571215	15928	15976	4	0	3	0
DS571215	25866	25924	178	0	283	0
DS571215	26337	26399	41	0	29	0
DS571215	32122	32173	71	0	60	0
DS571215	49985	50031	6	0	12	0
DS571215	56531	56584	23	0	19	0
DS571216	16739	16787	1	0	3	0
DS571216	17226	17287	17	0	26	0
DS571216	17501	17549	25	0	17	0
DS571216	30415	30475	32	0	30	0
DS571216	30432	30475	1	0	2	0
DS571216	38755	38806	45	0	94	0
DS571216	39037	39098	82	0	115	0
DS571216	43430	43489	96	0	87	0
DS571216	46450	46506	2	0	1	0
DS571217	1837	1890	14	0	18	0
DS571217	2059	2144	1	0	2	0
DS571217	2096	2144	38	0	23	0
DS571217	19081	19141	18	0	32	0
DS571217	19437	19494	46	0	70	0
DS571217	25582	25635	15	0	13	0
DS571217	26524	26570	4	0	2	0
DS571217	30503	30592	2	0	2	0
DS571217	30542	30592	8	0	5	0
