scaffold_number	intron_start	intron_end	toc_rep1_reads(u)	Normalized value(Rep1)	toc_rep2_reads(u)	Normalized value(Rep2)
DS571166	1621	1675	15	21.02312544	12	13.74255612
DS571166	3366	3422	5930	8311.142256	9984	11433.80669
DS571166	19668	19711	100	140.1541696	126	144.2968392
DS571166	32586	32640	31	43.44779257	27	30.92075126
DS571166	39511	39561	15	21.02312544	17	19.46862116
DS571166	44897	44947	51	71.47862649	33	37.79202932
DS571166	52535	52607	101	141.5557113	113	129.4090701
DS571166	67716	67774	8	11.21233357	9	10.30691709
DS571166	68287	68328	17	23.82620883	18	20.61383417
DS571166	71692	71739	197	276.1037141	229	262.2537792
DS571166	71929	71984	165	231.2543798	211	241.639945
DS571166	93062	93115	301	421.8640505	422	483.2798901
DS571166	95637	95692	23	32.235459	25	28.63032524
DS571166	100242	100428	140	196.2158374	137	156.8941823
DS571166	101914	101971	10	14.01541696	7	8.016491067
DS571166	102760	102804	25	35.0385424	30	34.35639029
DS571166	103058	103110	25	35.0385424	26	29.77553825
DS571166	104703	104769	30	42.04625088	27	30.92075126
DS571167	39722	39774	25	35.0385424	21	24.0494732
DS571167	41357	41414	35	49.05395936	31	35.5016033
DS571167	41752	41803	23	32.235459	28	32.06596427
DS571167	42536	42685	8	11.21233357	16	18.32340815
DS571167	46656	46709	17	23.82620883	16	18.32340815
DS571167	54966	55027	153	214.4358795	152	174.0723775
DS571167	56457	56503	120	168.1850035	137	156.8941823
DS571167	60658	60713	142	199.0189208	170	194.6862116
DS571167	61422	61474	29	40.64470918	30	34.35639029
DS571167	70795	70837	86	120.5325858	105	120.247366
DS571167	92706	92759	79	110.721794	66	75.58405863
DS571167	93221	93278	41	57.46320953	69	79.01969766
DS571167	93534	93589	23	32.235459	18	20.61383417
DS571167	107016	107069	55	77.08479327	53	60.69628951
DS571168	21918	21964	27	37.84162579	24	27.48511223
DS571168	47173	47277	108	151.3665032	167	191.2505726
DS571168	47329	47376	111	155.5711282	162	185.5245076
DS571168	76079	76125	6	8.409250175	6	6.871278058
DS571168	91611	91671	8	11.21233357	6	6.871278058
DS571168	92585	92888	15	21.02312544	27	30.92075126
DS571168	92600	92833	844	1182.901191	969	1109.711406
DS571168	93881	93936	74	103.7140855	51	58.40586349
DS571168	101750	101800	40	56.06166783	72	82.45533669
DS571169	13831	13884	77	107.9187106	75	85.89097572
DS571169	17194	17327	14	19.62158374	8	9.161704077
DS571169	50283	50327	78	109.3202523	96	109.9404489
DS571169	64403	64446	18	25.22775053	11	12.59734311
DS571169	72521	72583	78	109.3202523	94	107.6500229
DS571169	77054	77114	53	74.28170988	77	88.18140174
DS571169	77200	77254	70	98.10791871	99	113.376088
DS571169	77347	77392	64	89.69866854	84	96.19789281
DS571169	83558	83614	136	190.6096706	201	230.1878149
DS571169	94551	94601	5	7.007708479	6	6.871278058
DS571169	106607	106675	7	9.810791871	7	8.016491067
DS571170	22091	22144	19	26.62929222	13	14.88776913
DS571170	44410	44456	50	70.07708479	62	71.0032066
DS571170	44676	44727	55	77.08479327	64	73.29363262
DS571170	46808	46857	32	44.84933427	24	27.48511223
DS571170	48113	48158	15	21.02312544	26	29.77553825
DS571170	56851	56908	209	292.9222144	241	275.9963353
DS571170	67613	67736	76	106.5171689	114	130.5542831
DS571170	71006	71064	42	58.86475123	21	24.0494732
DS571170	80013	80074	10	14.01541696	8	9.161704077
DS571170	80289	80334	17	23.82620883	25	28.63032524
DS571170	80504	80553	11	15.41695865	12	13.74255612
DS571170	85524	85567	163	228.4512964	215	246.2207971
DS571170	85865	85919	47	65.87245971	48	54.97022446
DS571170	87059	87115	27	37.84162579	24	27.48511223
DS571170	88412	88457	29	40.64470918	52	59.5510765
DS571170	92016	92107	57	79.88787666	45	51.53458543
DS571170	93320	93381	15	21.02312544	10	11.4521301
DS571170	93434	93482	18	25.22775053	13	14.88776913
DS571170	93758	93808	14	19.62158374	18	20.61383417
DS571170	98413	98468	29	40.64470918	23	26.33989922
DS571170	101765	101823	50	70.07708479	63	72.14841961
DS571171	4302	4348	15	21.02312544	15	17.17819514
DS571171	14326	14391	419	587.2459706	434	497.0224462
DS571171	51410	51467	16	22.42466713	10	11.4521301
DS571172	6067	6124	17	23.82620883	19	21.75904718
DS571172	7833	7889	38	53.25858444	42	48.0989464
DS571172	19979	20025	9	12.61387526	10	11.4521301
DS571172	31961	32015	12	16.81850035	25	28.63032524
DS571172	46442	46498	69	96.70637701	93	106.5048099
DS571172	46659	46783	56	78.48633497	52	59.5510765
DS571172	52190	52233	25	35.0385424	20	22.90426019
DS571172	53398	53460	23	32.235459	7	8.016491067
DS571172	53579	53634	17	23.82620883	12	13.74255612
DS571172	78194	78242	23	32.235459	21	24.0494732
DS571172	78352	78404	22	30.83391731	22	25.19468621
DS571172	78782	78837	40	56.06166783	44	50.38937242
DS571172	79373	79455	58	81.28941836	68	77.87448465
DS571172	79798	79964	62	86.89558514	101	115.666514
DS571173	7899	7947	19	26.62929222	21	24.0494732
DS571173	9917	9979	63	88.29712684	66	75.58405863
DS571173	10024	10121	60	84.09250175	60	68.71278058
DS571173	13923	13997	76	106.5171689	95	108.7952359
DS571173	17354	17409	52	72.88016819	65	74.43884563
DS571173	20361	20657	29	40.64470918	43	49.24415941
DS571173	40035	40095	6	8.409250175	6	6.871278058
DS571173	40552	40607	19	26.62929222	24	27.48511223
DS571173	41885	41934	6	8.409250175	7	8.016491067
DS571173	42167	42241	16	22.42466713	24	27.48511223
DS571173	44591	44643	38	53.25858444	38	43.51809437
DS571173	61166	61339	848	1188.507358	1058	1211.635364
DS571173	71163	71210	95	133.1464611	98	112.2308749
DS571173	83268	83317	23	32.235459	9	10.30691709
DS571173	84087	84145	33	46.25087596	27	30.92075126
DS571173	85720	85769	31	43.44779257	40	45.80852038
DS571173	92539	92594	12	16.81850035	13	14.88776913
DS571173	98833	98888	8	11.21233357	12	13.74255612
DS571174	7995	8047	19	26.62929222	15	17.17819514
DS571174	9196	9239	18	25.22775053	22	25.19468621
DS571174	21249	21314	9	12.61387526	21	24.0494732
DS571174	23711	23766	28	39.24316748	23	26.33989922
DS571174	26296	26448	22	30.83391731	21	24.0494732
DS571174	31941	31998	349	489.1380519	386	442.0522217
DS571174	32096	32149	333	466.7133847	341	390.5176363
DS571174	41064	41110	46	64.47091801	39	44.66330738
DS571174	41426	41486	16	22.42466713	25	28.63032524
DS571174	48334	48385	64	89.69866854	78	89.32661475
DS571174	50947	50999	7	9.810791871	8	9.161704077
DS571174	51363	51403	5	7.007708479	12	13.74255612
DS571174	56648	56696	48	67.2740014	50	57.26065048
DS571174	57045	57143	39	54.66012614	28	32.06596427
DS571174	73536	73594	29	40.64470918	30	34.35639029
DS571174	93951	94061	23	32.235459	22	25.19468621
DS571175	5944	5999	14	19.62158374	7	8.016491067
DS571175	6563	6616	11	15.41695865	8	9.161704077
DS571175	6900	6943	6	8.409250175	6	6.871278058
DS571175	7081	7158	20	28.03083392	32	36.64681631
DS571175	7354	7397	19	26.62929222	26	29.77553825
DS571175	13295	13343	225	315.3468816	309	353.87082
DS571175	27913	27990	174	243.8682551	181	207.2835547
DS571175	41874	41929	29	40.64470918	40	45.80852038
DS571175	42062	42143	12	16.81850035	32	36.64681631
DS571175	42209	42259	17	23.82620883	33	37.79202932
DS571175	43697	43753	49	68.6755431	58	66.42235456
DS571175	48352	48404	142	199.0189208	188	215.3000458
DS571175	49646	49697	41	57.46320953	69	79.01969766
DS571175	50455	50504	447	626.4891381	666	762.7118644
DS571175	58606	58651	44	61.66783462	54	61.84150252
DS571175	62155	62220	78	109.3202523	75	85.89097572
DS571175	62492	62554	19	26.62929222	28	32.06596427
DS571175	67405	67564	52	72.88016819	62	71.0032066
DS571175	70771	70823	985	1380.51857	1232	1410.902428
DS571175	72333	72376	63	88.29712684	71	81.31012368
DS571175	75211	75257	38	53.25858444	47	53.82501145
DS571175	75528	75574	47	65.87245971	71	81.31012368
DS571175	84154	84197	121	169.5865452	119	136.2803481
DS571175	91386	91440	93	130.3433777	127	145.4420522
DS571175	91761	91811	149	208.8297127	181	207.2835547
DS571176	15895	15951	23	32.235459	17	19.46862116
DS571176	40434	40490	182	255.0805886	211	241.639945
DS571176	40587	40637	138	193.412754	172	196.9766377
DS571176	53338	53391	16	22.42466713	18	20.61383417
DS571176	53493	53543	47	65.87245971	68	77.87448465
DS571176	57262	57315	15	21.02312544	20	22.90426019
DS571176	57902	57958	106	148.5634198	131	150.0229043
DS571177	64865	64938	54	75.68325158	54	61.84150252
DS571177	65063	65112	39	54.66012614	54	61.84150252
DS571177	67004	67056	39	54.66012614	21	24.0494732
DS571177	85100	85157	20	28.03083392	21	24.0494732
DS571177	86533	86580	32	44.84933427	52	59.5510765
DS571178	8736	8787	59	82.69096006	59	67.56756757
DS571178	9431	9484	84	117.7295025	116	132.8447091
DS571178	11507	11530	7	9.810791871	15	17.17819514
DS571178	12067	12138	16	22.42466713	19	21.75904718
DS571178	15692	15736	39	54.66012614	69	79.01969766
DS571178	27574	27630	44	61.66783462	71	81.31012368
DS571178	35854	35906	472	661.5276804	748	856.6193312
DS571178	39023	39071	40	56.06166783	52	59.5510765
DS571178	39194	39237	62	86.89558514	72	82.45533669
DS571178	41729	41815	82	114.9264191	82	93.90746679
DS571178	43158	43204	6	8.409250175	11	12.59734311
DS571178	43963	44019	22	30.83391731	17	19.46862116
DS571178	56020	56064	32	44.84933427	67	76.72927164
DS571178	58853	58897	33	46.25087596	29	33.21117728
DS571178	59632	59710	19	26.62929222	25	28.63032524
DS571178	63312	63357	18	25.22775053	9	10.30691709
DS571178	66988	67037	130	182.2004205	138	158.0393953
DS571178	67961	68086	48	67.2740014	64	73.29363262
DS571178	74264	74317	70	98.10791871	68	77.87448465
DS571178	88354	88555	524	734.4078486	563	644.7549244
DS571178	88913	88982	14	19.62158374	7	8.016491067
DS571178	89331	89389	7	9.810791871	12	13.74255612
DS571178	91326	91405	224	313.9453399	282	322.9500687
DS571179	8638	8692	107	149.9649615	122	139.7159872
DS571179	8933	8997	110	154.1695865	127	145.4420522
DS571179	9286	9350	113	158.3742116	118	135.1351351
DS571179	21773	21818	11	15.41695865	14	16.03298213
DS571179	26271	26362	188	263.4898388	267	305.7718736
DS571179	59204	59253	21	29.43237561	14	16.03298213
DS571179	59643	59693	7	9.810791871	11	12.59734311
DS571179	71144	71249	146	204.6250876	256	293.1745305
DS571179	71343	71425	152	213.0343378	263	301.1910215
DS571179	80079	80098	63	88.29712684	30	34.35639029
DS571180	14097	14150	31	43.44779257	33	37.79202932
DS571180	15062	15116	69	96.70637701	68	77.87448465
DS571180	20443	20497	23	32.235459	15	17.17819514
DS571180	50434	50482	20	28.03083392	11	12.59734311
DS571180	50946	51002	83	116.3279608	150	171.7819514
DS571180	91656	91760	314	440.0840925	376	430.6000916
DS571181	10658	10712	70	98.10791871	130	148.8776913
DS571181	32605	32662	2132	2988.086896	1984	2272.102611
DS571181	37789	37884	79	110.721794	95	108.7952359
DS571181	75619	75663	455	637.7014716	480	549.7022446
DS571181	75804	75867	265	371.4085494	248	284.0128264
DS571182	24295	24340	11	15.41695865	13	14.88776913
DS571182	28006	28071	6	8.409250175	8	9.161704077
DS571182	37821	37866	33	46.25087596	12	13.74255612
DS571182	45067	45124	10	14.01541696	16	18.32340815
DS571182	45242	45315	19	26.62929222	26	29.77553825
DS571182	45452	45522	31	43.44779257	29	33.21117728
DS571182	47665	47713	32	44.84933427	42	48.0989464
DS571182	60099	60151	20	28.03083392	15	17.17819514
DS571182	60318	60382	25	35.0385424	15	17.17819514
DS571182	68370	68448	33	46.25087596	42	48.0989464
DS571182	70741	70792	85	119.1310441	88	100.7787448
DS571182	71774	71827	53	74.28170988	37	42.37288136
DS571182	73431	73474	70	98.10791871	79	90.47182776
DS571182	73635	73690	102	142.957253	123	140.8612002
DS571182	75290	75348	170	238.2620883	215	246.2207971
DS571183	9163	9210	28	39.24316748	32	36.64681631
DS571183	9429	9480	28	39.24316748	30	34.35639029
DS571183	19543	19602	32	44.84933427	49	56.11543747
DS571183	22329	22390	37	51.85704275	45	51.53458543
DS571183	23012	23065	244	341.9761738	325	372.1942281
DS571183	27903	27976	372	521.3735109	435	498.1676592
DS571183	31860	31909	46	64.47091801	54	61.84150252
DS571183	39347	39407	64	89.69866854	88	100.7787448
DS571184	5210	5287	21	29.43237561	27	30.92075126
DS571184	6082	6134	29	40.64470918	26	29.77553825
DS571184	11865	11909	114	159.7757533	166	190.1053596
DS571184	13906	13976	15	21.02312544	28	32.06596427
DS571184	16424	16469	12	16.81850035	16	18.32340815
DS571184	16737	16783	39	54.66012614	47	53.82501145
DS571184	17271	17375	198	277.5052558	268	306.9170866
DS571184	20825	20890	11	15.41695865	12	13.74255612
DS571184	22253	22301	22	30.83391731	31	35.5016033
DS571184	47859	47917	6	8.409250175	6	6.871278058
DS571184	48894	48999	54	75.68325158	53	60.69628951
DS571184	75660	75715	98	137.3510862	88	100.7787448
DS571184	78573	78629	81	113.5248774	98	112.2308749
DS571184	78766	78821	108	151.3665032	142	162.6202474
DS571184	79398	79450	28	39.24316748	25	28.63032524
DS571184	86670	86725	1606	2250.875964	1748	2001.832341
DS571185	60504	60548	32	44.84933427	66	75.58405863
DS571185	72263	72321	39	54.66012614	21	24.0494732
DS571186	1658	1716	662	927.8206027	835	956.252863
DS571186	2936	2985	231	323.7561317	265	303.4814475
DS571186	4458	4513	28	39.24316748	35	40.08245534
DS571186	26089	26145	62	86.89558514	71	81.31012368
DS571186	32334	32408	27	37.84162579	42	48.0989464
DS571186	34253	34306	20	28.03083392	16	18.32340815
DS571186	45390	45445	28	39.24316748	26	29.77553825
DS571186	48159	48214	7	9.810791871	13	14.88776913
DS571186	51066	51109	11	15.41695865	12	13.74255612
DS571186	52203	52248	47	65.87245971	79	90.47182776
DS571186	55885	55941	55	77.08479327	54	61.84150252
DS571186	56034	56090	64	89.69866854	40	45.80852038
DS571187	26312	26367	49	68.6755431	42	48.0989464
DS571187	39095	39153	12	16.81850035	19	21.75904718
DS571187	46993	47042	20	28.03083392	29	33.21117728
DS571187	50152	50200	28	39.24316748	38	43.51809437
DS571187	50347	50421	45	63.06937631	38	43.51809437
DS571187	59691	59798	178	249.4744219	168	192.3957856
DS571187	61207	61274	114	159.7757533	115	131.6994961
DS571187	71319	71381	11	15.41695865	7	8.016491067
DS571187	71406	71469	8	11.21233357	7	8.016491067
DS571187	72257	72306	216	302.7330063	258	295.4649565
DS571187	72796	72869	67	93.90329362	62	71.0032066
DS571187	77550	77593	11	15.41695865	28	32.06596427
DS571187	78913	78962	156	218.6405046	179	204.9931287
DS571187	79234	79280	138	193.412754	130	148.8776913
DS571187	87045	87095	238	333.5669236	240	274.8511223
DS571188	15264	15310	40	56.06166783	39	44.66330738
DS571188	15689	15751	32	44.84933427	27	30.92075126
DS571188	21916	21972	39	54.66012614	52	59.5510765
DS571188	38136	38181	30	42.04625088	28	32.06596427
DS571188	43582	43629	18	25.22775053	12	13.74255612
DS571188	58036	58138	1236	1732.305536	1494	1710.948236
DS571189	25414	25460	196	274.7021724	268	306.9170866
DS571189	25546	25610	206	288.7175893	249	285.1580394
DS571189	25904	25948	420	588.6475123	467	534.8144755
DS571189	26057	26110	523	733.0063069	667	763.8570774
DS571189	34055	34116	584	818.5003504	711	814.2464498
DS571189	34809	34864	41	57.46320953	55	62.98671553
DS571189	35666	35717	807	1131.044149	941	1077.645442
DS571189	63568	63618	88	123.3356692	114	130.5542831
DS571189	73329	73378	11	15.41695865	10	11.4521301
DS571190	1731	1801	27	37.84162579	31	35.5016033
DS571190	1935	1988	20	28.03083392	19	21.75904718
DS571190	2421	2470	80	112.1233357	105	120.247366
DS571190	7716	7774	455	637.7014716	527	603.5272561
DS571190	9025	9080	456	639.1030133	478	547.4118186
DS571190	19859	19911	65	91.10021023	80	91.61704077
DS571190	33439	33491	12	16.81850035	12	13.74255612
DS571190	39546	39600	364	510.1611773	427	489.0059551
DS571190	40795	40849	22	30.83391731	28	32.06596427
DS571190	41524	41582	23	32.235459	22	25.19468621
DS571190	61521	61576	33	46.25087596	21	24.0494732
DS571190	66498	66543	28	39.24316748	32	36.64681631
DS571190	66726	66809	113	158.3742116	98	112.2308749
DS571190	69441	69489	9	12.61387526	11	12.59734311
DS571190	69569	69619	14	19.62158374	35	40.08245534
DS571190	69766	69825	14	19.62158374	23	26.33989922
DS571190	81318	81371	9	12.61387526	14	16.03298213
DS571191	8007	8082	135	189.2081289	250	286.3032524
DS571191	16234	16286	427	598.4583041	547	626.4315163
DS571191	16898	16987	540	756.8325158	685	784.4709116
DS571191	17535	17596	7	9.810791871	13	14.88776913
DS571191	19737	19781	55	77.08479327	31	35.5016033
DS571191	22635	22692	82	114.9264191	125	143.1516262
DS571191	22794	22842	65	91.10021023	68	77.87448465
DS571191	37596	37649	68	95.30483532	55	62.98671553
DS571191	39132	39179	73	102.3125438	110	125.9734311
DS571191	39942	39988	129	180.7988788	151	172.9271645
DS571191	40850	40941	191	267.6944639	230	263.3989922
DS571191	43631	43679	22	30.83391731	11	12.59734311
DS571191	43776	43828	19	26.62929222	9	10.30691709
DS571191	45310	45361	53	74.28170988	46	52.67979844
DS571191	49147	49232	70	98.10791871	104	119.102153
DS571191	54340	54395	21	29.43237561	27	30.92075126
DS571191	70619	70700	8	11.21233357	11	12.59734311
DS571192	6623	6678	12	16.81850035	9	10.30691709
DS571192	8294	8376	260	364.4008409	304	348.1447549
DS571192	10488	10534	12	16.81850035	12	13.74255612
DS571192	59455	59506	476	667.1338472	628	719.19377
DS571192	59926	59973	9	12.61387526	9	10.30691709
DS571192	59926	60061	262	367.2039243	290	332.1117728
DS571192	64855	64907	287	402.2424667	339	388.2272103
DS571192	72027	72095	64	89.69866854	88	100.7787448
DS571193	23313	23359	82	114.9264191	118	135.1351351
DS571193	23741	23788	87	121.9341275	97	111.0856619
DS571193	36266	36319	25	35.0385424	42	48.0989464
DS571193	39592	39646	27	37.84162579	39	44.66330738
DS571193	67586	67640	10	14.01541696	25	28.63032524
DS571194	3919	4003	25	35.0385424	26	29.77553825
DS571194	7812	7890	89	124.7372109	74	84.74576271
DS571194	35750	35803	63	88.29712684	68	77.87448465
DS571194	36741	36784	482	675.5430974	532	609.2533211
DS571194	63919	64048	7	9.810791871	16	18.32340815
DS571194	69784	69845	7	9.810791871	12	13.74255612
DS571195	14005	14091	118	165.3819201	110	125.9734311
DS571195	14688	14743	35	49.05395936	43	49.24415941
DS571195	16571	16625	165	231.2543798	186	213.0096198
DS571195	26386	26430	64	89.69866854	66	75.58405863
DS571195	28282	28345	17	23.82620883	10	11.4521301
DS571195	29045	29133	305	427.4702172	404	462.6660559
DS571195	46756	46841	61	85.49404345	67	76.72927164
DS571195	46930	47019	9	12.61387526	13	14.88776913
DS571195	50919	51004	188	263.4898388	253	289.7388914
DS571195	51088	51173	284	398.0378416	432	494.7320202
DS571195	51276	51329	292	409.2501752	420	480.989464
DS571195	51390	51445	159	222.8451296	203	232.478241
DS571195	60000	60057	227	318.149965	263	301.1910215
DS571195	60216	60278	188	263.4898388	189	216.4452588
DS571196	43155	43206	44	61.66783462	62	71.0032066
DS571196	58551	58601	693	971.2683952	793	908.1539166
DS571196	60651	60697	115	161.177295	137	156.8941823
DS571196	73234	73276	10	14.01541696	22	25.19468621
DS571196	73900	73974	23	32.235459	26	29.77553825
DS571197	44776	44829	12	16.81850035	15	17.17819514
DS571197	44779	44829	29	40.64470918	57	65.27714155
DS571197	44967	45107	94	131.7449194	146	167.2010994
DS571197	50845	50899	34	47.65241766	34	38.93724233
DS571197	53338	53483	650	911.0021023	708	810.8108108
DS571197	65255	65386	189	264.8913805	228	261.1085662
DS571198	8822	8870	19	26.62929222	17	19.46862116
DS571198	9425	9467	100	140.1541696	114	130.5542831
DS571198	9819	9873	66	92.50175193	69	79.01969766
DS571198	11132	11189	25	35.0385424	23	26.33989922
DS571198	11354	11401	23	32.235459	22	25.19468621
DS571198	12419	12474	14	19.62158374	9	10.30691709
DS571198	23380	23443	45	63.06937631	62	71.0032066
DS571198	40569	40621	16	22.42466713	8	9.161704077
DS571198	71120	71173	97	135.9495445	71	81.31012368
DS571198	72902	72972	28	39.24316748	12	13.74255612
DS571199	6669	6732	8	11.21233357	7	8.016491067
DS571199	15867	15917	83	116.3279608	83	95.0526798
DS571199	21264	21350	11	15.41695865	8	9.161704077
DS571199	23625	23676	65	91.10021023	53	60.69628951
DS571199	42518	42582	56	78.48633497	76	87.03618873
DS571199	42727	42909	58	81.28941836	54	61.84150252
DS571199	48021	48072	20	28.03083392	13	14.88776913
DS571199	48729	48892	14	19.62158374	14	16.03298213
DS571199	60063	60112	20	28.03083392	24	27.48511223
DS571199	64722	64773	27	37.84162579	37	42.37288136
DS571200	30613	30667	6	8.409250175	15	17.17819514
DS571200	31110	31296	789	1105.816398	1058	1211.635364
DS571200	40199	40251	8	11.21233357	11	12.59734311
DS571200	46405	46454	269	377.0147162	392	448.9234998
DS571200	47836	47899	26	36.44008409	34	38.93724233
DS571200	48908	48934	30	42.04625088	49	56.11543747
DS571200	51871	51921	448	627.8906797	617	706.5964269
DS571200	54538	54598	26	36.44008409	28	32.06596427
DS571201	19214	19274	10	14.01541696	8	9.161704077
DS571201	24901	24962	51	71.47862649	61	69.85799359
DS571201	61630	61714	27	37.84162579	24	27.48511223
DS571201	61941	62053	19	26.62929222	28	32.06596427
DS571201	62749	62971	37	51.85704275	41	46.95373339
DS571201	64157	64234	9	12.61387526	10	11.4521301
DS571201	64519	64604	13	18.22004205	12	13.74255612
DS571201	67911	67977	217	304.134548	294	336.6926248
DS571201	68231	68284	143	200.4204625	169	193.5409986
DS571201	69622	69686	35	49.05395936	28	32.06596427
DS571201	69954	70004	6	8.409250175	6	6.871278058
DS571201	70551	70604	21	29.43237561	19	21.75904718
DS571201	71183	71234	150	210.2312544	196	224.4617499
DS571202	14035	14080	201	281.7098809	214	245.0755841
DS571202	14322	14371	126	176.5942537	129	147.7324782
DS571202	14657	14724	125	175.192712	102	116.811727
DS571202	20909	20963	45	63.06937631	62	71.0032066
DS571202	30861	30913	1091	1529.08199	1146	1312.414109
DS571202	58964	59017	97	135.9495445	131	150.0229043
DS571202	62788	62899	5	7.007708479	9	10.30691709
DS571202	63611	63673	187	262.0882971	172	196.9766377
DS571203	5521	5580	37	51.85704275	29	33.21117728
DS571203	5740	5786	29	40.64470918	19	21.75904718
DS571203	6252	6297	16	22.42466713	28	32.06596427
DS571203	8550	8602	67	93.90329362	65	74.43884563
DS571203	11682	11760	9	12.61387526	13	14.88776913
DS571203	30870	30922	38	53.25858444	29	33.21117728
DS571203	31349	31407	45	63.06937631	25	28.63032524
DS571203	33216	33269	23	32.235459	22	25.19468621
DS571203	33503	33578	29	40.64470918	27	30.92075126
DS571203	33711	33782	32	44.84933427	40	45.80852038
DS571203	55597	55644	72	100.9110021	91	104.2143839
DS571203	56970	57018	19	26.62929222	21	24.0494732
DS571204	8801	8845	50	70.07708479	89	101.9239579
DS571204	9446	9499	5	7.007708479	7	8.016491067
DS571204	10063	10118	116	162.5788367	133	152.3133303
DS571204	16806	16872	35	49.05395936	46	52.67979844
DS571204	20761	20805	175	245.2697968	201	230.1878149
DS571204	21209	21257	34	47.65241766	46	52.67979844
DS571204	21375	21421	132	185.0035039	135	154.6037563
DS571204	30969	31042	13	18.22004205	20	22.90426019
DS571204	32075	32135	5	7.007708479	16	18.32340815
DS571204	37096	37151	15	21.02312544	9	10.30691709
DS571204	46317	46366	125	175.192712	148	169.4915254
DS571204	47048	47096	22	30.83391731	21	24.0494732
DS571204	48293	48348	28	39.24316748	32	36.64681631
DS571204	49089	49148	22	30.83391731	19	21.75904718
DS571205	17922	17970	208	291.5206727	265	303.4814475
DS571205	33361	33409	23	32.235459	29	33.21117728
DS571205	33570	33622	33	46.25087596	40	45.80852038
DS571205	57052	57124	13	18.22004205	15	17.17819514
DS571206	10081	10138	34	47.65241766	53	60.69628951
DS571206	10334	10391	16	22.42466713	19	21.75904718
DS571206	10782	10833	41	57.46320953	31	35.5016033
DS571206	17569	17624	11	15.41695865	23	26.33989922
DS571206	19946	19991	170	238.2620883	226	258.8181402
DS571206	20230	20296	24	33.6370007	26	29.77553825
DS571206	27286	27344	69	96.70637701	109	124.828218
DS571206	27836	27891	54	75.68325158	61	69.85799359
DS571206	32984	33046	56	78.48633497	89	101.9239579
DS571206	51188	51246	12	16.81850035	20	22.90426019
DS571206	57972	58029	72	100.9110021	41	46.95373339
DS571206	62694	62750	36	50.45550105	54	61.84150252
DS571207	12189	12234	298	417.6594254	400	458.0852038
DS571207	12283	12330	371	519.9719692	489	560.0091617
DS571207	13241	13293	36	50.45550105	54	61.84150252
DS571207	23493	23542	13	18.22004205	11	12.59734311
DS571207	25332	25389	19	26.62929222	21	24.0494732
DS571207	31887	31936	10	14.01541696	9	10.30691709
DS571207	32402	32448	11	15.41695865	11	12.59734311
DS571207	32577	32638	5	7.007708479	8	9.161704077
DS571207	36496	36551	133	186.4050456	176	201.5574897
DS571207	36906	36958	33	46.25087596	28	32.06596427
DS571207	37152	37196	39	54.66012614	64	73.29363262
DS571207	37346	37391	30	42.04625088	40	45.80852038
DS571207	40729	40783	321	449.8948844	492	563.4448007
DS571207	46753	46812	100	140.1541696	132	151.1681173
DS571207	56871	56917	34	47.65241766	38	43.51809437
DS571207	60970	61019	5	7.007708479	8	9.161704077
DS571208	5402	5453	85	119.1310441	146	167.2010994
DS571208	7208	7264	19	26.62929222	17	19.46862116
DS571208	14794	14849	823	1153.468816	1020	1168.11727
DS571208	34724	34747	6	8.409250175	9	10.30691709
DS571208	42481	42528	90	126.1387526	105	120.247366
DS571208	54128	54185	40	56.06166783	63	72.14841961
DS571209	22852	22911	816	1143.658024	1062	1216.216216
DS571210	38294	38340	781	1094.604064	1037	1187.585891
DS571210	38457	38512	505	707.7785564	641	734.0815392
DS571210	48048	48133	65	91.10021023	76	87.03618873
DS571210	48280	48366	122	170.9880869	146	167.2010994
DS571211	519	572	7	9.810791871	8	9.161704077
DS571211	9806	9883	497	696.5662228	448	513.0554283
DS571211	16874	16940	26	36.44008409	38	43.51809437
DS571211	35699	35806	16	22.42466713	17	19.46862116
DS571211	40691	40749	38	53.25858444	51	58.40586349
DS571211	51740	51796	92	128.941836	99	113.376088
DS571211	61139	61204	18	25.22775053	16	18.32340815
DS571213	8124	8196	164	229.8528381	181	207.2835547
DS571213	13385	13442	111	155.5711282	196	224.4617499
DS571213	13900	13944	14	19.62158374	18	20.61383417
DS571213	14737	14798	10	14.01541696	27	30.92075126
DS571213	19433	19481	129	180.7988788	169	193.5409986
DS571213	29571	29625	14	19.62158374	22	25.19468621
DS571213	34714	34800	217	304.134548	312	357.306459
DS571213	44442	44501	13	18.22004205	14	16.03298213
DS571214	19573	19639	52	72.88016819	44	50.38937242
DS571214	19744	19808	60	84.09250175	74	84.74576271
DS571214	26235	26295	71	99.50946041	81	92.76225378
DS571214	26354	26445	85	119.1310441	116	132.8447091
DS571214	26503	26564	79	110.721794	106	121.392579
DS571214	41205	41253	31	43.44779257	39	44.66330738
DS571215	12717	12765	174	243.8682551	249	285.1580394
DS571215	12897	12947	11	15.41695865	12	13.74255612
DS571215	12904	12947	222	311.1422565	318	364.1777371
DS571215	15629	15687	130	182.2004205	146	167.2010994
DS571215	25866	25924	178	249.4744219	283	324.0952817
DS571215	26337	26399	41	57.46320953	29	33.21117728
DS571215	32122	32173	71	99.50946041	60	68.71278058
DS571215	49985	50031	6	8.409250175	12	13.74255612
DS571215	56531	56584	23	32.235459	19	21.75904718
DS571216	17226	17287	17	23.82620883	26	29.77553825
DS571216	17501	17549	25	35.0385424	17	19.46862116
DS571216	30415	30475	32	44.84933427	30	34.35639029
