scaffold_number	intron_start	intron_end	orf_rep1_reads(u)	normalize value(Rep1)	orf_rep2_reads(u)	Normalize value(Rep2)
DS571168	22289	22335	20	29.06976744	7	12.33262861
DS571168	47173	47277	156	226.744186	42	73.99577167
DS571168	47329	47376	166	241.2790698	45	79.28118393
DS571168	65869	65922	23	33.43023256	38	66.94855532
DS571168	92585	92870	6	8.720930233	16	28.1888654
DS571168	92585	92888	14	20.34883721	33	58.13953488
DS571168	92600	92833	782	1136.627907	921	1622.621564
DS571168	93881	93936	55	79.94186047	9	15.85623679
DS571168	101750	101800	48	69.76744186	32	56.3777308
DS571169	13831	13884	76	110.4651163	84	147.9915433
DS571169	17194	17327	10	14.53488372	4	7.04721635
DS571169	50283	50327	192	279.0697674	195	343.551797
DS571169	64403	64446	28	40.69767442	7	12.33262861
DS571169	72521	72583	165	239.8255814	87	153.2769556
DS571169	77054	77114	49	71.22093023	13	22.90345314
DS571169	77200	77254	45	65.40697674	10	17.61804087
DS571169	77347	77392	50	72.6744186	6	10.57082452
DS571169	83558	83614	121	175.872093	154	271.3178295
DS571170	22091	22144	14	20.34883721	19	33.47427766
DS571170	44410	44456	44	63.95348837	20	35.23608175
DS571170	44676	44727	47	68.31395349	31	54.61592671
DS571170	46808	46857	28	40.69767442	20	35.23608175
DS571170	56851	56908	261	379.3604651	369	650.1057082
DS571170	67613	67736	167	242.7325581	116	204.3692741
DS571170	71006	71064	63	91.56976744	4	7.04721635
DS571170	80013	80074	8	11.62790698	13	22.90345314
DS571170	80289	80334	20	29.06976744	14	24.66525722
DS571170	80504	80553	17	24.70930233	15	26.42706131
DS571170	85524	85567	209	303.7790698	162	285.4122622
DS571170	85865	85919	44	63.95348837	70	123.3262861
DS571170	87059	87115	23	33.43023256	30	52.85412262
DS571170	88412	88457	35	50.87209302	36	63.42494715
DS571170	92016	92107	55	79.94186047	35	61.66314306
DS571170	98413	98468	11	15.98837209	4	7.04721635
DS571170	101765	101823	75	109.0116279	11	19.37984496
DS571171	14326	14391	483	702.0348837	409	720.5778717
DS571171	51410	51467	31	45.05813953	32	56.3777308
DS571172	6067	6124	29	42.15116279	8	14.0944327
DS571172	7833	7889	34	49.41860465	9	15.85623679
DS571172	19768	19829	21	30.52325581	23	40.52149401
DS571172	19979	20025	30	43.60465116	28	49.33051445
DS571172	31961	32015	28	40.69767442	33	58.13953488
DS571172	46442	46498	103	149.7093023	40	70.4721635
DS571172	46659	46783	49	71.22093023	33	58.13953488
DS571172	52190	52233	28	40.69767442	10	17.61804087
DS571172	53398	53460	22	31.97674419	5	8.809020437
DS571172	53579	53634	22	31.97674419	6	10.57082452
DS571172	78194	78242	20	29.06976744	23	40.52149401
DS571172	78352	78404	6	8.720930233	18	31.71247357
DS571172	78782	78837	28	40.69767442	5	8.809020437
DS571172	79373	79455	36	52.3255814	63	110.9936575
DS571172	79798	79964	70	101.744186	29	51.09231853
DS571172	105981	106002	8	11.62790698	6	10.57082452
DS571173	7899	7947	18	26.1627907	6	10.57082452
DS571173	9917	9979	54	78.48837209	43	75.75757576
DS571173	10024	10121	45	65.40697674	39	68.71035941
DS571173	13923	13997	133	193.3139535	188	331.2191684
DS571173	17354	17409	27	39.24418605	19	33.47427766
DS571173	20361	20657	46	66.86046512	51	89.85200846
DS571173	40552	40607	12	17.44186047	4	7.04721635
DS571173	41885	41934	14	20.34883721	6	10.57082452
DS571173	42167	42241	20	29.06976744	21	36.99788584
DS571173	44591	44643	47	68.31395349	47	82.80479211
DS571173	61166	61339	1155	1678.77907	1080	1902.748414
DS571173	71163	71210	52	75.58139535	22	38.75968992
DS571173	83268	83317	16	23.25581395	5	8.809020437
DS571173	84087	84145	14	20.34883721	6	10.57082452
DS571173	85720	85769	56	81.39534884	36	63.42494715
DS571173	92539	92594	14	20.34883721	9	15.85623679
DS571173	98833	98888	20	29.06976744	6	10.57082452
DS571174	7995	8047	19	27.61627907	15	26.42706131
DS571174	9196	9239	25	36.3372093	31	54.61592671
DS571174	21249	21314	5	7.26744186	6	10.57082452
DS571174	23711	23766	29	42.15116279	35	61.66314306
DS571174	26296	26448	34	49.41860465	23	40.52149401
DS571174	31941	31998	322	468.0232558	169	297.7448908
DS571174	32096	32149	284	412.7906977	183	322.410148
DS571174	34048	34095	24	34.88372093	13	22.90345314
DS571174	35893	36009	9	13.08139535	13	22.90345314
DS571174	41064	41110	25	36.3372093	27	47.56871036
DS571174	41426	41486	13	18.89534884	13	22.90345314
DS571174	48334	48385	54	78.48837209	59	103.9464412
DS571174	50947	50999	5	7.26744186	9	15.85623679
DS571174	56648	56696	30	43.60465116	48	84.56659619
DS571174	57045	57143	19	27.61627907	23	40.52149401
DS571174	93951	94061	27	39.24418605	10	17.61804087
DS571175	7081	7158	21	30.52325581	7	12.33262861
DS571175	7354	7397	21	30.52325581	4	7.04721635
DS571175	13295	13343	423	614.8255814	284	500.3523608
DS571175	27913	27990	335	486.9186047	281	495.0669486
DS571175	41874	41929	59	85.75581395	27	47.56871036
DS571175	42062	42143	45	65.40697674	17	29.95066949
DS571175	42209	42259	40	58.13953488	11	19.37984496
DS571175	43697	43753	56	81.39534884	40	70.4721635
DS571175	48352	48404	143	207.8488372	73	128.6116984
DS571175	49646	49697	34	49.41860465	23	40.52149401
DS571175	50455	50504	256	372.0930233	201	354.1226216
DS571175	58606	58651	69	100.2906977	67	118.0408739
DS571175	62155	62220	40	58.13953488	43	75.75757576
DS571175	62492	62554	8	11.62790698	11	19.37984496
DS571175	67405	67564	109	158.4302326	90	158.5623679
DS571175	70771	70823	869	1263.081395	641	1129.31642
DS571175	72333	72376	68	98.8372093	33	58.13953488
DS571175	75211	75257	36	52.3255814	34	59.90133897
DS571175	75528	75574	23	33.43023256	37	65.18675123
DS571175	84154	84197	47	68.31395349	38	66.94855532
DS571175	91386	91440	106	154.0697674	69	121.564482
DS571175	91761	91811	117	170.0581395	82	144.4679352
DS571176	15895	15951	25	36.3372093	4	7.04721635
DS571176	40434	40490	202	293.6046512	217	382.311487
DS571176	40587	40637	167	242.7325581	193	340.0281889
DS571176	53338	53391	67	97.38372093	68	119.8026779
DS571176	53493	53543	126	183.1395349	152	267.7942213
DS571176	57262	57315	25	36.3372093	10	17.61804087
DS571176	57902	57958	102	148.255814	29	51.09231853
DS571177	64865	64938	209	303.7790698	45	79.28118393
DS571177	65063	65112	175	254.3604651	68	119.8026779
DS571177	67004	67056	30	43.60465116	35	61.66314306
DS571177	81941	82025	6	8.720930233	10	17.61804087
DS571177	82084	82133	19	27.61627907	20	35.23608175
DS571177	85100	85157	29	42.15116279	51	89.85200846
DS571177	86533	86580	35	50.87209302	4	7.04721635
DS571178	8736	8787	51	74.12790698	60	105.7082452
DS571178	9431	9484	60	87.20930233	32	56.3777308
DS571178	11507	11530	84	122.0930233	132	232.5581395
DS571178	11531	11563	9	13.08139535	11	19.37984496
DS571178	11612	12066	67	97.38372093	101	177.9422128
DS571178	15692	15736	75	109.0116279	121	213.1782946
DS571178	27574	27630	66	95.93023256	99	174.4186047
DS571178	35854	35906	623	905.5232558	675	1189.217759
DS571178	39023	39071	41	59.59302326	33	58.13953488
DS571178	39194	39237	37	53.77906977	35	61.66314306
DS571178	41729	41815	77	111.9186047	90	158.5623679
DS571178	43963	44019	12	17.44186047	16	28.1888654
DS571178	56020	56064	43	62.5	61	107.4700493
DS571178	58853	58897	31	45.05813953	7	12.33262861
DS571178	59632	59710	38	55.23255814	35	61.66314306
DS571178	66988	67037	109	158.4302326	115	202.60747
DS571178	67961	68086	40	58.13953488	21	36.99788584
DS571178	74264	74317	288	418.6046512	367	646.5821001
DS571178	88354	88555	720	1046.511628	327	576.1099366
DS571178	88913	88982	15	21.80232558	5	8.809020437
DS571178	91326	91405	138	200.5813953	48	84.56659619
DS571179	8638	8692	53	77.03488372	35	61.66314306
DS571179	8933	8997	66	95.93023256	32	56.3777308
DS571179	9286	9350	47	68.31395349	69	121.564482
DS571179	26271	26362	144	209.3023256	46	81.04298802
DS571179	59204	59253	10	14.53488372	4	7.04721635
DS571179	71144	71249	78	113.372093	69	121.564482
DS571179	71343	71425	85	123.5465116	65	114.5172657
DS571179	80059	80118	5	7.26744186	5	8.809020437
DS571180	14097	14150	23	33.43023256	25	44.04510218
DS571180	15062	15116	36	52.3255814	31	54.61592671
DS571180	20443	20497	19	27.61627907	20	35.23608175
DS571180	50434	50482	23	33.43023256	20	35.23608175
DS571180	50946	51002	65	94.47674419	118	207.8928823
DS571180	91656	91760	244	354.6511628	203	357.6462297
DS571181	10658	10712	89	129.3604651	87	153.2769556
DS571181	32605	32662	2465	3582.848837	1484	2614.517266
DS571181	37789	37884	32	46.51162791	33	58.13953488
DS571181	75619	75663	192	279.0697674	179	315.3629316
DS571181	75804	75867	130	188.9534884	163	287.1740662
DS571182	24295	24340	5	7.26744186	4	7.04721635
DS571182	37821	37866	12	17.44186047	4	7.04721635
DS571182	45067	45124	15	21.80232558	7	12.33262861
DS571182	45242	45315	10	14.53488372	8	14.0944327
DS571182	45452	45522	16	23.25581395	15	26.42706131
DS571182	47665	47713	51	74.12790698	48	84.56659619
DS571182	68370	68448	21	30.52325581	42	73.99577167
DS571182	70741	70792	64	93.02325581	86	151.5151515
DS571182	71774	71827	29	42.15116279	50	88.09020437
DS571182	73431	73474	63	91.56976744	14	24.66525722
DS571182	73635	73690	65	94.47674419	24	42.2832981
DS571182	75290	75348	121	175.872093	57	100.422833
DS571183	9163	9210	25	36.3372093	17	29.95066949
DS571183	9429	9480	21	30.52325581	15	26.42706131
DS571183	19543	19602	19	27.61627907	18	31.71247357
DS571183	22329	22390	24	34.88372093	9	15.85623679
DS571183	23012	23065	189	274.7093023	233	410.5003524
DS571183	27903	27976	202	293.6046512	273	480.9725159
DS571183	31316	31399	5	7.26744186	11	19.37984496
DS571183	31860	31909	11	15.98837209	15	26.42706131
DS571183	39347	39407	74	107.5581395	112	197.3220578
DS571184	5210	5287	39	56.68604651	40	70.4721635
DS571184	6082	6134	36	52.3255814	19	33.47427766
DS571184	11865	11909	75	109.0116279	56	98.66102889
DS571184	13906	13976	5	7.26744186	5	8.809020437
DS571184	16424	16469	7	10.1744186	12	21.14164905
DS571184	16737	16783	27	39.24418605	19	33.47427766
DS571184	17271	17375	150	218.0232558	23	40.52149401
DS571184	20825	20890	20	29.06976744	29	51.09231853
DS571184	22253	22301	56	81.39534884	15	26.42706131
DS571184	38951	39011	5	7.26744186	10	17.61804087
DS571184	48894	48999	40	58.13953488	39	68.71035941
DS571184	75660	75715	90	130.8139535	4	7.04721635
DS571184	78573	78629	72	104.6511628	68	119.8026779
DS571184	78766	78821	114	165.6976744	157	276.6032417
DS571184	79398	79450	20	29.06976744	30	52.85412262
DS571184	86670	86725	1268	1843.023256	1307	2302.677942
DS571185	25902	25954	17	24.70930233	7	12.33262861
DS571185	60504	60548	84	122.0930233	36	63.42494715
DS571185	72263	72321	46	66.86046512	64	112.7554616
DS571186	1658	1716	363	527.6162791	75	132.1353066
DS571186	2936	2985	148	215.1162791	145	255.4615927
DS571186	4458	4513	44	63.95348837	24	42.2832981
DS571186	26089	26145	30	43.60465116	10	17.61804087
DS571186	32334	32408	17	24.70930233	4	7.04721635
DS571186	34253	34306	6	8.720930233	16	28.1888654
DS571186	45390	45445	37	53.77906977	68	119.8026779
DS571186	48159	48214	8	11.62790698	7	12.33262861
DS571186	51066	51109	7	10.1744186	4	7.04721635
DS571186	52203	52248	32	46.51162791	17	29.95066949
DS571186	55885	55941	20	29.06976744	27	47.56871036
DS571186	56034	56090	18	26.1627907	15	26.42706131
DS571187	26312	26367	62	90.11627907	60	105.7082452
DS571187	39095	39153	41	59.59302326	108	190.2748414
DS571187	46993	47042	14	20.34883721	18	31.71247357
DS571187	50152	50200	31	45.05813953	18	31.71247357
DS571187	50347	50421	37	53.77906977	39	68.71035941
DS571187	59691	59798	102	148.255814	34	59.90133897
DS571187	61207	61274	57	82.84883721	56	98.66102889
DS571187	72257	72306	214	311.0465116	87	153.2769556
DS571187	72796	72869	29	42.15116279	66	116.2790698
DS571187	77550	77593	17	24.70930233	7	12.33262861
DS571187	78913	78962	65	94.47674419	30	52.85412262
DS571187	79234	79280	39	56.68604651	12	21.14164905
DS571187	87045	87095	149	216.5697674	267	470.4016913
DS571188	15264	15310	30	43.60465116	29	51.09231853
DS571188	15689	15751	21	30.52325581	27	47.56871036
DS571188	21916	21972	54	78.48837209	77	135.6589147
DS571188	24652	24724	6	8.720930233	6	10.57082452
DS571188	38136	38181	18	26.1627907	9	15.85623679
DS571188	43582	43629	17	24.70930233	9	15.85623679
DS571188	58036	58138	966	1404.069767	927	1633.192389
DS571189	25414	25460	104	151.1627907	75	132.1353066
DS571189	25546	25610	110	159.8837209	71	125.0880902
DS571189	25904	25948	390	566.8604651	183	322.410148
DS571189	26057	26110	496	720.9302326	271	477.4489077
DS571189	34055	34116	726	1055.232558	561	988.372093
DS571189	34809	34864	22	31.97674419	19	33.47427766
DS571189	35666	35717	287	417.1511628	254	447.4982382
DS571189	63568	63618	73	106.1046512	73	128.6116984
DS571189	73329	73378	11	15.98837209	27	47.56871036
DS571190	1731	1801	13	18.89534884	9	15.85623679
DS571190	2421	2470	60	87.20930233	61	107.4700493
DS571190	7716	7774	471	684.5930233	478	842.1423538
DS571190	9025	9080	357	518.8953488	466	821.0007047
DS571190	14674	14730	19	27.61627907	19	33.47427766
DS571190	19859	19911	39	56.68604651	29	51.09231853
DS571190	39546	39600	206	299.4186047	67	118.0408739
DS571190	61521	61576	24	34.88372093	18	31.71247357
DS571190	66498	66543	39	56.68604651	25	44.04510218
DS571190	66726	66809	147	213.6627907	98	172.6568006
DS571190	69441	69489	10	14.53488372	6	10.57082452
DS571190	69569	69619	14	20.34883721	16	28.1888654
DS571190	69766	69825	19	27.61627907	19	33.47427766
DS571190	70024	70081	22	31.97674419	9	15.85623679
DS571190	81318	81371	15	21.80232558	12	21.14164905
DS571191	8007	8082	99	143.8953488	110	193.7984496
DS571191	16234	16286	448	651.1627907	462	813.9534884
DS571191	16898	16987	477	693.3139535	235	414.0239605
DS571191	17535	17596	13	18.89534884	7	12.33262861
DS571191	19737	19781	35	50.87209302	21	36.99788584
DS571191	22635	22692	75	109.0116279	55	96.89922481
DS571191	22794	22842	50	72.6744186	52	91.61381254
DS571191	34143	34197	14	20.34883721	12	21.14164905
DS571191	37596	37649	74	107.5581395	86	151.5151515
DS571191	39132	39179	176	255.8139535	178	313.6011276
DS571191	39942	39988	501	728.1976744	414	729.3868922
DS571191	40850	40941	240	348.8372093	240	422.832981
DS571191	43631	43679	24	34.88372093	30	52.85412262
DS571191	43776	43828	27	39.24418605	21	36.99788584
DS571191	45310	45361	38	55.23255814	48	84.56659619
DS571191	49147	49232	128	186.0465116	42	73.99577167
DS571191	54340	54395	14	20.34883721	21	36.99788584
DS571191	56389	56436	5	7.26744186	4	7.04721635
DS571192	6623	6678	15	21.80232558	5	8.809020437
DS571192	8294	8376	235	341.5697674	85	149.7533474
DS571192	59455	59506	532	773.255814	454	799.8590557
DS571192	59455	59508	7	10.1744186	6	10.57082452
DS571192	59926	60061	134	194.7674419	121	213.1782946
DS571192	64855	64907	230	334.3023256	239	421.0711769
DS571192	72027	72095	97	140.9883721	83	146.2297393
DS571193	23313	23359	91	132.2674419	131	230.7963354
DS571193	23741	23788	67	97.38372093	54	95.13742072
DS571193	36266	36319	30	43.60465116	8	14.0944327
DS571193	39592	39646	39	56.68604651	57	100.422833
DS571193	47319	47372	5	7.26744186	5	8.809020437
DS571193	67586	67640	18	26.1627907	22	38.75968992
DS571194	3919	4003	26	37.79069767	27	47.56871036
DS571194	7812	7890	54	78.48837209	25	44.04510218
DS571194	35750	35803	93	135.1744186	57	100.422833
DS571194	36741	36784	418	607.5581395	164	288.9358703
DS571194	63919	64048	12	17.44186047	4	7.04721635
DS571195	10026	10083	5	7.26744186	6	10.57082452
DS571195	14005	14091	87	126.4534884	61	107.4700493
DS571195	14688	14743	62	90.11627907	10	17.61804087
DS571195	16571	16625	87	126.4534884	58	102.1846371
DS571195	26386	26430	28	40.69767442	24	42.2832981
DS571195	28282	28345	18	26.1627907	28	49.33051445
DS571195	29045	29133	260	377.9069767	227	399.9295278
DS571195	46756	46841	77	111.9186047	97	170.8949965
DS571195	46930	47019	16	23.25581395	16	28.1888654
DS571195	50919	51004	259	376.4534884	197	347.0754052
DS571195	51088	51173	391	568.3139535	289	509.1613813
DS571195	51276	51329	424	616.2790698	279	491.5433404
DS571195	51390	51445	220	319.7674419	142	250.1761804
DS571195	60000	60057	158	229.6511628	123	216.7019027
DS571195	60216	60278	93	135.1744186	51	89.85200846
DS571196	43155	43206	61	88.6627907	72	126.8498943
DS571196	58551	58601	603	876.4534884	296	521.4940099
DS571196	73234	73276	30	43.60465116	37	65.18675123
DS571196	73900	73974	24	34.88372093	23	40.52149401
DS571197	44776	44829	37	53.77906977	29	51.09231853
DS571197	44779	44829	48	69.76744186	78	137.4207188
DS571197	44967	45107	181	263.0813953	200	352.3608175
DS571197	50845	50899	38	55.23255814	57	100.422833
DS571197	53338	53483	416	604.6511628	104	183.2276251
DS571197	65255	65386	182	264.5348837	35	61.66314306
DS571198	8822	8870	12	17.44186047	15	26.42706131
DS571198	9425	9467	35	50.87209302	22	38.75968992
DS571198	9819	9873	29	42.15116279	43	75.75757576
DS571198	11132	11189	113	164.244186	52	91.61381254
DS571198	11354	11401	97	140.9883721	44	77.51937984
DS571198	12419	12474	28	40.69767442	31	54.61592671
DS571198	23380	23443	22	31.97674419	45	79.28118393
DS571198	27847	27893	6	8.720930233	6	10.57082452
DS571198	40569	40621	9	13.08139535	15	26.42706131
DS571198	71120	71173	72	104.6511628	22	38.75968992
DS571199	15867	15917	54	78.48837209	63	110.9936575
DS571199	21264	21350	5	7.26744186	7	12.33262861
DS571199	23625	23676	59	85.75581395	58	102.1846371
DS571199	42518	42582	94	136.627907	44	77.51937984
DS571199	42727	42909	54	78.48837209	53	93.37561663
DS571199	48021	48072	11	15.98837209	34	59.90133897
DS571199	48729	48892	18	26.1627907	21	36.99788584
DS571199	64722	64773	50	72.6744186	55	96.89922481
DS571200	30613	30667	13	18.89534884	20	35.23608175
DS571200	31110	31296	471	684.5930233	446	785.764623
DS571200	40199	40251	10	14.53488372	14	24.66525722
DS571200	46405	46454	225	327.0348837	325	572.5863284
DS571200	47836	47899	56	81.39534884	39	68.71035941
DS571200	48908	48934	36	52.3255814	41	72.23396758
DS571200	51871	51921	558	811.0465116	680	1198.026779
DS571200	54538	54598	12	17.44186047	4	7.04721635
DS571200	62024	62072	9	13.08139535	5	8.809020437
DS571201	24901	24962	108	156.9767442	61	107.4700493
DS571201	61941	62053	18	26.1627907	8	14.0944327
DS571201	62749	62971	38	55.23255814	31	54.61592671
DS571201	64157	64234	36	52.3255814	31	54.61592671
DS571201	64519	64604	53	77.03488372	30	52.85412262
DS571201	67911	67977	245	356.1046512	236	415.7857646
DS571201	68231	68284	167	242.7325581	223	392.8823115
DS571201	70551	70604	9	13.08139535	8	14.0944327
DS571201	71183	71234	40	58.13953488	49	86.32840028
DS571202	14035	14080	97	140.9883721	102	179.7040169
DS571202	14322	14371	71	103.1976744	92	162.085976
DS571202	14657	14724	65	94.47674419	67	118.0408739
DS571202	20909	20963	78	113.372093	4	7.04721635
DS571202	30861	30913	836	1215.116279	473	833.3333333
DS571202	36139	36223	6	8.720930233	4	7.04721635
DS571202	58964	59017	97	140.9883721	13	22.90345314
DS571202	63611	63673	196	284.8837209	230	405.2149401
DS571203	5521	5580	16	23.25581395	19	33.47427766
DS571203	5740	5786	11	15.98837209	4	7.04721635
DS571203	6252	6297	9	13.08139535	9	15.85623679
DS571203	8550	8602	51	74.12790698	25	44.04510218
DS571203	11682	11760	20	29.06976744	24	42.2832981
DS571203	30451	30514	9	13.08139535	7	12.33262861
DS571203	30870	30922	24	34.88372093	17	29.95066949
DS571203	31349	31407	20	29.06976744	11	19.37984496
DS571203	33216	33269	30	43.60465116	25	44.04510218
DS571203	33503	33578	47	68.31395349	24	42.2832981
DS571203	33711	33782	33	47.96511628	29	51.09231853
DS571203	55597	55644	79	114.8255814	57	100.422833
DS571203	56970	57018	22	31.97674419	29	51.09231853
DS571204	8801	8845	78	113.372093	31	54.61592671
DS571204	9446	9499	31	45.05813953	9	15.85623679
DS571204	10063	10118	90	130.8139535	27	47.56871036
DS571204	16806	16872	39	56.68604651	31	54.61592671
DS571204	20761	20805	123	178.7790698	147	258.9852008
DS571204	21209	21257	39	56.68604651	12	21.14164905
DS571204	21375	21421	138	200.5813953	39	68.71035941
DS571204	30169	30238	8	11.62790698	6	10.57082452
DS571204	32075	32135	11	15.98837209	11	19.37984496
DS571204	46317	46366	72	104.6511628	60	105.7082452
DS571204	47048	47096	6	8.720930233	13	22.90345314
DS571204	48293	48348	30	43.60465116	12	21.14164905
DS571204	49089	49148	10	14.53488372	6	10.57082452
DS571205	17922	17970	302	438.9534884	321	565.5391121
DS571205	33361	33409	28	40.69767442	15	26.42706131
DS571205	33570	33622	40	58.13953488	17	29.95066949
DS571205	57052	57124	12	17.44186047	13	22.90345314
DS571206	10081	10138	17	24.70930233	11	19.37984496
DS571206	10782	10833	17	24.70930233	22	38.75968992
DS571206	17569	17624	12	17.44186047	8	14.0944327
DS571206	19946	19991	182	264.5348837	123	216.7019027
DS571206	20230	20296	27	39.24418605	43	75.75757576
DS571206	27286	27344	132	191.8604651	60	105.7082452
DS571206	27836	27891	120	174.4186047	91	160.324172
DS571206	32984	33046	21	30.52325581	33	58.13953488
DS571206	57349	57394	17	24.70930233	8	14.0944327
DS571206	57972	58029	37	53.77906977	24	42.2832981
DS571206	62694	62750	25	36.3372093	38	66.94855532
DS571207	12189	12234	244	354.6511628	224	394.6441156
DS571207	12283	12330	299	434.5930233	232	408.7385483
DS571207	13241	13293	60	87.20930233	22	38.75968992
DS571207	23493	23542	8	11.62790698	5	8.809020437
DS571207	25332	25389	12	17.44186047	10	17.61804087
DS571207	28044	28095	12	17.44186047	12	21.14164905
DS571207	36496	36551	120	174.4186047	109	192.0366455
DS571207	36906	36958	39	56.68604651	78	137.4207188
DS571207	37152	37196	33	47.96511628	45	79.28118393
DS571207	37346	37391	16	23.25581395	31	54.61592671
DS571207	40729	40783	120	174.4186047	157	276.6032417
DS571207	46753	46812	107	155.5232558	171	301.2684989
DS571207	56871	56917	30	43.60465116	53	93.37561663
DS571207	60970	61019	9	13.08139535	9	15.85623679
DS571208	5402	5453	82	119.1860465	87	153.2769556
DS571208	7208	7264	16	23.25581395	10	17.61804087
DS571208	14794	14849	500	726.744186	468	824.5243129
DS571208	42481	42528	59	85.75581395	52	91.61381254
DS571208	54128	54185	34	49.41860465	21	36.99788584
DS571209	22852	22911	1091	1585.755814	1278	2251.585624
DS571210	38294	38340	367	533.4302326	284	500.3523608
DS571210	38457	38512	267	388.0813953	125	220.2255109
DS571210	48048	48133	26	37.79069767	22	38.75968992
DS571210	48280	48366	29	42.15116279	40	70.4721635
DS571211	9806	9883	934	1357.55814	688	1212.121212
DS571211	16874	16940	13	18.89534884	14	24.66525722
DS571211	35699	35806	21	30.52325581	10	17.61804087
DS571211	40691	40749	30	43.60465116	44	77.51937984
DS571211	51740	51796	83	120.6395349	70	123.3262861
DS571213	8124	8196	61	88.6627907	86	151.5151515
DS571213	13385	13442	60	87.20930233	53	93.37561663
DS571213	13900	13944	7	10.1744186	6	10.57082452
DS571213	14737	14798	9	13.08139535	12	21.14164905
DS571213	19433	19481	47	68.31395349	22	38.75968992
DS571213	34714	34800	99	143.8953488	87	153.2769556
DS571214	19573	19639	82	119.1860465	74	130.3735025
DS571214	19744	19808	99	143.8953488	100	176.1804087
DS571214	26235	26295	128	186.0465116	209	368.2170543
DS571214	26354	26445	185	268.8953488	248	436.9274137
DS571214	26503	26564	157	228.1976744	191	336.5045807
DS571214	41205	41253	44	63.95348837	28	49.33051445
DS571214	42783	42806	13	18.89534884	15	26.42706131
DS571214	44316	44339	5	7.26744186	12	21.14164905
DS571214	44436	44459	12	17.44186047	17	29.95066949
DS571214	44436	44483	12	17.44186047	20	35.23608175
DS571214	44436	44627	5	7.26744186	11	19.37984496
DS571214	44460	44531	5	7.26744186	12	21.14164905
DS571214	44532	44579	14	20.34883721	4	7.04721635
DS571215	12717	12765	131	190.4069767	115	202.60747
DS571215	12897	12947	13	18.89534884	7	12.33262861
DS571215	12904	12947	169	245.6395349	158	278.3650458
DS571215	13054	13120	6	8.720930233	16	28.1888654
DS571215	13054	13126	6	8.720930233	14	24.66525722
DS571215	15629	15687	154	223.8372093	126	221.987315
DS571215	15928	15976	23	33.43023256	20	35.23608175
DS571215	25866	25924	214	311.0465116	212	373.5024665
DS571215	26337	26399	26	37.79069767	34	59.90133897
DS571215	32122	32173	56	81.39534884	33	58.13953488
DS571215	49985	50031	9	13.08139535	14	24.66525722
DS571215	56531	56584	30	43.60465116	41	72.23396758
DS571216	17226	17287	22	31.97674419	13	22.90345314
DS571216	17501	17549	43	62.5	22	38.75968992
DS571216	30415	30475	58	84.30232558	41	72.23396758
DS571216	38755	38806	53	77.03488372	49	86.32840028
DS571216	39037	39098	63	91.56976744	57	100.422833
DS571216	43430	43489	82	119.1860465	19	33.47427766
DS571217	1837	1890	5	7.26744186	13	22.90345314
DS571217	2096	2144	16	23.25581395	16	28.1888654
DS571217	19081	19141	25	36.3372093	31	54.61592671
DS571217	19437	19494	60	87.20930233	23	40.52149401
DS571217	25582	25635	14	20.34883721	12	21.14164905
DS571217	30542	30592	8	11.62790698	5	8.809020437
DS571217	53321	53371	7	10.1744186	14	24.66525722
DS571217	54068	54125	13	18.89534884	19	33.47427766
DS571218	9301	9385	11	15.98837209	4	7.04721635
DS571218	26464	26567	11	15.98837209	7	12.33262861
DS571218	27387	27439	229	332.8488372	214	377.0260747
DS571218	56448	56493	35	50.87209302	29	51.09231853
DS571219	22890	22946	16	23.25581395	49	86.32840028
DS571219	25951	25994	34	49.41860465	17	29.95066949
DS571219	34487	34554	37	53.77906977	32	56.3777308
DS571219	36095	36141	75	109.0116279	73	128.6116984
DS571219	42107	42172	398	578.4883721	361	636.0112755
DS571219	44001	44323	7	10.1744186	8	14.0944327
DS571219	60451	60512	8	11.62790698	11	19.37984496
DS571220	19055	19101	34	49.41860465	4	7.04721635
DS571220	19866	19935	57	82.84883721	91	160.324172
DS571220	25280	25558	27	39.24418605	37	65.18675123
DS571220	28976	29040	62	90.11627907	57	100.422833
DS571220	33698	33758	5	7.26744186	7	12.33262861
DS571220	43919	43971	349	507.2674419	548	965.4686399
DS571221	8406	8459	30	43.60465116	48	84.56659619
DS571221	17576	17634	26	37.79069767	9	15.85623679
DS571221	54806	54865	67	97.38372093	59	103.9464412
DS571221	55010	55066	52	75.58139535	44	77.51937984
DS571222	12964	13019	140	203.4883721	34	59.90133897
DS571222	14823	14886	7	10.1744186	5	8.809020437
DS571222	19960	20012	39	56.68604651	48	84.56659619
DS571222	24042	24158	451	655.5232558	485	854.4749824
DS571222	36442	36501	9	13.08139535	16	28.1888654
DS571222	36452	36501	712	1034.883721	753	1326.638478
DS571222	36748	36794	567	824.127907	442	778.7174066
DS571222	38325	38378	16	23.25581395	27	47.56871036
DS571222	45270	45351	11	15.98837209	4	7.04721635
DS571222	47330	47387	71	103.1976744	14	24.66525722
DS571223	6216	6273	225	327.0348837	128	225.5109232
DS571223	6434	6559	161	234.0116279	94	165.6095842
DS571223	14535	14600	254	369.1860465	297	523.255814
DS571223	16587	16636	22	31.97674419	31	54.61592671
DS571223	17266	17329	13	18.89534884	15	26.42706131
DS571223	17855	17900	187	271.8023256	37	65.18675123
DS571223	30432	30491	25	36.3372093	16	28.1888654
DS571223	37149	37196	15	21.80232558	34	59.90133897
